tenant,domain,blocking_reason,blocker_class,source_evidence,proposed_repair,affected_dependent_domains,code_owner,data_owner,acceptance_test
lakeshore-industries,programs_initiatives.business_sponsor,resolves_to=org_ownership.leader_name_or_role rate=44.44% status=partial,referential_identity_defect,"programs_initiatives.business_sponsor: 36 sampled values look like genuine distinct names/content (e.g. ""VP Innovation"", ""Treasurer""), but only 44.44% resolve against org_ownership.leader_name_or_role.","These were generated independently and don't share identities. Needs ID-based cross-referencing from one connected scenario model (Phase B), not string-matching.",org_ownership,n/a,Phase B scenario model / Phase D enrichment,programs_initiatives.business_sponsor resolution_rate_pct >= 80% for lakeshore-industries on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
meridian-health,enterprise_profile,"schema_shape_mismatch: none of this domain's declared identity fields (entity_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"enterprise_profile: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical enterprise_profile fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"enterprise_profile.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,business_functions,"schema_shape_mismatch: none of this domain's declared identity fields (function_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"business_functions: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical business_functions fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"business_functions.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,org_ownership,"schema_shape_mismatch: none of this domain's declared identity fields (org_unit, leader_name_or_role) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"org_ownership: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical org_ownership fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"org_ownership.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,workforce_roles,"schema_shape_mismatch: none of this domain's declared identity fields (persona_or_role) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_adapter_id, source_adapter_name, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"workforce_roles: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical workforce_roles fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"workforce_roles.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,applications_systems,"schema_shape_mismatch: none of this domain's declared identity fields (system_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"applications_systems: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical applications_systems fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"applications_systems.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,data_assets_integrations,"schema_shape_mismatch: none of this domain's declared identity fields (data_asset_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"data_assets_integrations: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical data_assets_integrations fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"data_assets_integrations.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,infrastructure_platforms,"schema_shape_mismatch: none of this domain's declared identity fields (platform_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"infrastructure_platforms: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical infrastructure_platforms fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"infrastructure_platforms.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,vendors_contracts,"schema_shape_mismatch: none of this domain's declared identity fields (vendor_name, contract_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"vendors_contracts: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical vendors_contracts fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"vendors_contracts.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,spend_value,"schema_shape_mismatch: none of this domain's declared identity fields (spend_category) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"spend_value: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical spend_value fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"spend_value.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,programs_initiatives,"schema_shape_mismatch: none of this domain's declared identity fields (program_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"programs_initiatives: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical programs_initiatives fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"programs_initiatives.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,ai_automation_use_cases,"schema_shape_mismatch: none of this domain's declared identity fields (use_case_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"ai_automation_use_cases: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical ai_automation_use_cases fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"ai_automation_use_cases.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,risks_controls,"schema_shape_mismatch: none of this domain's declared identity fields (risk_or_control_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"risks_controls: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical risks_controls fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"risks_controls.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,relationships,normalized_duplicate_pct 54.87% above maximum 15%,synthetic_boilerplate,relationships: 569 rows are normalized-content duplicates of another row.,Generate distinct content per entity instead of repeating one template (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"relationships.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,metrics_outcomes,"schema_shape_mismatch: none of this domain's declared identity fields (metric_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"metrics_outcomes: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical metrics_outcomes fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"metrics_outcomes.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,industry_context_patterns,"schema_shape_mismatch: none of this domain's declared identity fields (pattern_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"industry_context_patterns: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical industry_context_patterns fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"industry_context_patterns.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,expert_lenses,"schema_shape_mismatch: none of this domain's declared identity fields (lens_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"expert_lenses: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical expert_lenses fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"expert_lenses.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,service_scope_managed_services,"no_usable_identity: only 0% of rows carry a real identity value (floor: 50%) | substantively_empty_despite_row_count: 228 rows, 0 pass the substantive-row rule for service_scope_managed_services",synthetic_domain_thin,"service_scope_managed_services: 228 rows, 0 pass the substantive-row rule.",Enrich the existing rows' substantive fields; do not add more rows of the same shape (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"service_scope_managed_services.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,operational_process_evidence,"schema_shape_mismatch: none of this domain's declared identity fields (process_name) are present in the active file's columns (tenant_key, record_id, entity_id, business_name, context_item, dimension, evidence_id, active_candidate_status, confidence, source_type, source_basis, synthetic_data_flag, ...). Identity/substantive-field rules cannot be evaluated against a schema this different from the v3 canonical shape.",source_adapter_missing,"operational_process_evidence: active file columns do not include any of this domain's declared identity fields -- a structurally different schema, not a v3-shaped file with thin content.",Build a typed source adapter translating this tenant's real columns into the canonical operational_process_evidence fields (Gate 2.1 Phase C).,all cross-domain checks referencing this domain,new Meridian source adapter (Phase C),n/a,"operational_process_evidence.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,evidence_items,evidence_items: 96 evidence items are normalized-content duplicates of another item under the same source,synthetic_boilerplate,evidence_items: 96 evidence items are normalized-content duplicates of another item under the same source,Generate distinct evidence content per source (Phase F).,,n/a,governed synthetic-data enrichment (Phase F),"evidence_items.semantic_status === ""semantic_pass"" for meridian-health on Gate 2 rerun"
meridian-health,executive_interviews,executive_interviews: 198 duplicate interview_id values,migration_defect,executive_interviews: 198 duplicate interview_id values,Fix in evidence-v4-migration-dry-run.mjs's interview resolution (Phase C for meridian; schema fix affects all tenants).,,scripts/data-build/evidence-v4-migration-dry-run.mjs,n/a,executive_interviews meets Phase E's hard targets for meridian-health on Gate 2 rerun
meridian-health,executive_interviews,executive_interviews: 221 interviews with an invalid approval_status,migration_defect,executive_interviews: 221 interviews with an invalid approval_status,Map lifecycle status separately from approval status -- do not reuse active_candidate_status as approval_status (Phase C).,,scripts/data-build/evidence-v4-migration-dry-run.mjs,n/a,executive_interviews meets Phase E's hard targets for meridian-health on Gate 2 rerun
meridian-health,executive_interviews,executive_interviews: 216 interview rows and interview-derived evidence items don't reconcile 1:1 (221 interviews vs 5 interview-derived items),migration_defect,executive_interviews: 216 interview rows and interview-derived evidence items don't reconcile 1:1 (221 interviews vs 5 interview-derived items),Fix in evidence-v4-migration-dry-run.mjs's interview resolution (Phase C for meridian; schema fix affects all tenants).,,scripts/data-build/evidence-v4-migration-dry-run.mjs,n/a,executive_interviews meets Phase E's hard targets for meridian-health on Gate 2 rerun
meridian-health,executive_interviews,"executive_interviews: the v4-candidate executive_interviews schema has no persisted foreign key (evidence_id/source_record_id) back to its derived evidence_items row -- correspondence exists only positionally inside the migration script, not as an auditable column",migration_defect,"executive_interviews: the v4-candidate executive_interviews schema has no persisted foreign key (evidence_id/source_record_id) back to its derived evidence_items row -- correspondence exists only positionally inside the migration script, not as an auditable column",Fix in evidence-v4-migration-dry-run.mjs's interview resolution (Phase C for meridian; schema fix affects all tenants).,,scripts/data-build/evidence-v4-migration-dry-run.mjs,n/a,executive_interviews meets Phase E's hard targets for meridian-health on Gate 2 rerun
meridian-health,executive_interviews,"executive_interviews: 64.95% of answer words are scaffold words recurring in 60%+ of same-question answers -- 221 lexically distinct answers across 221 rows still share one heavily templated sentence structure, not 221 independent insights",synthetic_boilerplate,"executive_interviews: 64.95% of answer words are scaffold words recurring in 60%+ of same-question answers -- 221 lexically distinct answers across 221 rows still share one heavily templated sentence structure, not 221 independent insights",Replace the templated interview generator with stakeholder/tenant-grounded generation (Phase E).,,n/a,interview generator redesign (Phase E),executive_interviews meets Phase E's hard targets for meridian-health on Gate 2 rerun
meridian-health,executive_interviews.initiative_link,resolves_to=programs_initiatives.program_name OR ai_automation_use_cases.use_case_name rate=0% status=blocker,source_adapter_missing,"executive_interviews.initiative_link: resolves against programs_initiatives.program_name OR ai_automation_use_cases.use_case_name, but programs_initiatives, ai_automation_use_cases is itself schema-mismatched for this tenant -- this is a downstream consequence of the same root cause, not an independent referential gap.",Resolves automatically once the target domain's typed source adapter lands (Phase C) -- do not build separate cross-referencing logic for this check.,programs_initiatives,n/a,n/a,executive_interviews.initiative_link resolution_rate_pct >= 80% for meridian-health on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
skyharbor-air,enterprise_profile,"identity_coverage_pct 50% below minimum 90% | substantive_coverage_pct 50% below minimum 60% | required field ""entity_name"" only 50% covered | required field ""industry"" only 50% covered",synthetic_domain_thin,"enterprise_profile: 1 distinct identities, below the 1 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"enterprise_profile.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,business_functions,substantive_coverage_pct 25% below minimum 60% | lineage_only_rate_pct 75% above maximum 10%,synthetic_domain_thin,"business_functions: 24 distinct identities, below the 15 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"business_functions.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,org_ownership,no_usable_identity: only 2.16% of rows carry a real identity value (floor: 50%),synthetic_domain_thin,"org_ownership: only 2.16% of rows carry a real identity value (column exists, mostly blank).",Populate the identity field for these rows (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"org_ownership.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,workforce_roles,substantive_coverage_pct 50% below minimum 60% | distinct_identity_count 6 below minimum 25 for this company-size band,synthetic_domain_thin,"workforce_roles: 6 distinct identities, below the 25 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"workforce_roles.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,vendors_contracts,substantive_coverage_pct 18.31% below minimum 60%,synthetic_domain_thin,"vendors_contracts: 61 distinct identities, below the 25 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"vendors_contracts.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,spend_value,no_usable_identity: only 8.51% of rows carry a real identity value (floor: 50%),synthetic_domain_thin,"spend_value: only 8.51% of rows carry a real identity value (column exists, mostly blank).",Populate the identity field for these rows (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"spend_value.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,programs_initiatives,no_usable_identity: only 10.45% of rows carry a real identity value (floor: 50%),synthetic_domain_thin,"programs_initiatives: only 10.45% of rows carry a real identity value (column exists, mostly blank).",Populate the identity field for these rows (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"programs_initiatives.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,ai_automation_use_cases,"no_usable_identity: only 6.98% of rows carry a real identity value (floor: 50%) | substantively_empty_despite_row_count: 43 rows, 0 pass the substantive-row rule for ai_automation_use_cases",synthetic_domain_thin,"ai_automation_use_cases: 43 rows, 0 pass the substantive-row rule.",Enrich the existing rows' substantive fields; do not add more rows of the same shape (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"ai_automation_use_cases.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,risks_controls,distinct_identity_count 28 below minimum 40 for this company-size band,synthetic_domain_thin,"risks_controls: 28 distinct identities, below the 40 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"risks_controls.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,relationships,distinct_identity_count 18 below minimum 100 for this company-size band,synthetic_domain_thin,"relationships: 18 distinct identities, below the 100 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"relationships.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,metrics_outcomes,no_usable_identity: only 9.68% of rows carry a real identity value (floor: 50%),synthetic_domain_thin,"metrics_outcomes: only 9.68% of rows carry a real identity value (column exists, mostly blank).",Populate the identity field for these rows (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"metrics_outcomes.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,industry_context_patterns,"substantively_empty_despite_row_count: 9 rows, 0 pass the substantive-row rule for industry_context_patterns",synthetic_domain_thin,"industry_context_patterns: 9 rows, 0 pass the substantive-row rule.",Enrich the existing rows' substantive fields; do not add more rows of the same shape (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"industry_context_patterns.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,expert_lenses,"identity_coverage_pct 50% below minimum 90% | substantive_coverage_pct 50% below minimum 60% | required field ""lens_name"" only 50% covered",synthetic_domain_thin,"expert_lenses: 5 distinct identities, below the 5 floor for this company-size band.","Add more distinct entities, not more rows of existing ones (Phase D).",,n/a,governed synthetic-data enrichment (Phase D/E),"expert_lenses.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,service_scope_managed_services,"substantively_empty_despite_row_count: 3 rows, 0 pass the substantive-row rule for service_scope_managed_services",synthetic_domain_thin,"service_scope_managed_services: 3 rows, 0 pass the substantive-row rule.",Enrich the existing rows' substantive fields; do not add more rows of the same shape (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"service_scope_managed_services.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,operational_process_evidence,"substantively_empty_despite_row_count: 410 rows, 0 pass the substantive-row rule for operational_process_evidence",synthetic_domain_thin,"operational_process_evidence: 410 rows, 0 pass the substantive-row rule.",Enrich the existing rows' substantive fields; do not add more rows of the same shape (Phase D).,,n/a,governed synthetic-data enrichment (Phase D/E),"operational_process_evidence.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,evidence_items,"evidence_items: 30.43% of evidence items carry a bare locator/file-path as their summary, not real narrative content (>2 words)",synthetic_domain_thin,"evidence_items: 30.43% of evidence items carry a bare locator/file-path as their summary, not real narrative content (>2 words)","Populate evidence_summary with real narrative excerpts, not a bare locator (Phase F).",,n/a,governed synthetic-data enrichment (Phase F),"evidence_items.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,evidence_items,evidence_items: 302 evidence items are normalized-content duplicates of another item under the same source,synthetic_boilerplate,evidence_items: 302 evidence items are normalized-content duplicates of another item under the same source,Generate distinct evidence content per source (Phase F).,,n/a,governed synthetic-data enrichment (Phase F),"evidence_items.semantic_status === ""semantic_pass"" for skyharbor-air on Gate 2 rerun"
skyharbor-air,executive_interviews,"executive_interviews: the v4-candidate executive_interviews schema has no persisted foreign key (evidence_id/source_record_id) back to its derived evidence_items row -- correspondence exists only positionally inside the migration script, not as an auditable column",migration_defect,"executive_interviews: the v4-candidate executive_interviews schema has no persisted foreign key (evidence_id/source_record_id) back to its derived evidence_items row -- correspondence exists only positionally inside the migration script, not as an auditable column",Fix in evidence-v4-migration-dry-run.mjs's interview resolution (Phase C for meridian; schema fix affects all tenants).,,scripts/data-build/evidence-v4-migration-dry-run.mjs,n/a,executive_interviews meets Phase E's hard targets for skyharbor-air on Gate 2 rerun
skyharbor-air,executive_interviews,"executive_interviews: 68.46% of answer words are scaffold words recurring in 60%+ of same-question answers -- 216 lexically distinct answers across 216 rows still share one heavily templated sentence structure, not 216 independent insights",synthetic_boilerplate,"executive_interviews: 68.46% of answer words are scaffold words recurring in 60%+ of same-question answers -- 216 lexically distinct answers across 216 rows still share one heavily templated sentence structure, not 216 independent insights",Replace the templated interview generator with stakeholder/tenant-grounded generation (Phase E).,,n/a,interview generator redesign (Phase E),executive_interviews meets Phase E's hard targets for skyharbor-air on Gate 2 rerun
skyharbor-air,applications_systems.vendor,resolves_to=vendors_contracts.vendor_name rate=0% status=blocker,referential_identity_defect,"applications_systems.vendor: 13 sampled values look like genuine distinct names/content (e.g. ""SHA-VEN-OPS"", ""SHA-VEN-FLIGHTOPS""), but only 0% resolve against vendors_contracts.vendor_name.","These were generated independently and don't share identities. Needs ID-based cross-referencing from one connected scenario model (Phase B), not string-matching.",vendors_contracts,n/a,Phase B scenario model / Phase D enrichment,applications_systems.vendor resolution_rate_pct >= 80% for skyharbor-air on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
skyharbor-air,data_assets_integrations.source_system,resolves_to=applications_systems.system_name rate=6.14% status=blocker,audit_rule_defect,"data_assets_integrations.source_system: 500/570 sampled values are ID-shaped (e.g. ""APP-0117""), but applications_systems.system_name holds display names, not matching IDs -- and no shared ID field currently exists in the v3 schema for this domain pair.","Do not treat this as a data defect. Either add a real foreign-key ID column to both domains (Phase B's scenario model), or correct/retire this rule until one exists.",applications_systems,datasets/tenant-inputs/templates/universal/standard-2026-07-v4-candidate/semantic-quality-rules.json,n/a,data_assets_integrations.source_system resolution_rate_pct >= 80% for skyharbor-air on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
skyharbor-air,data_assets_integrations.target_system,resolves_to=applications_systems.system_name rate=0% status=blocker,audit_rule_defect,"data_assets_integrations.target_system: 500/500 sampled values are ID-shaped (e.g. ""APP-0474""), but applications_systems.system_name holds display names, not matching IDs -- and no shared ID field currently exists in the v3 schema for this domain pair.","Do not treat this as a data defect. Either add a real foreign-key ID column to both domains (Phase B's scenario model), or correct/retire this rule until one exists.",applications_systems,datasets/tenant-inputs/templates/universal/standard-2026-07-v4-candidate/semantic-quality-rules.json,n/a,data_assets_integrations.target_system resolution_rate_pct >= 80% for skyharbor-air on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
skyharbor-air,programs_initiatives.business_sponsor,resolves_to=org_ownership.leader_name_or_role rate=0% status=blocker,referential_identity_defect,"programs_initiatives.business_sponsor: 7 sampled values look like genuine distinct names/content (e.g. ""Operations"", ""Crew Operations""), but only 0% resolve against org_ownership.leader_name_or_role.","These were generated independently and don't share identities. Needs ID-based cross-referencing from one connected scenario model (Phase B), not string-matching.",org_ownership,n/a,Phase B scenario model / Phase D enrichment,programs_initiatives.business_sponsor resolution_rate_pct >= 80% for skyharbor-air on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
skyharbor-air,metrics_outcomes.data_source,resolves_to=applications_systems.system_name rate=0% status=blocker,synthetic_domain_thin,"metrics_outcomes.data_source: 12/12 sampled values are the single literal ""skyharbor-air-v6-v7-upgrade-candidate-20260710"" -- a template/packet identifier left over from generation, not a real business reference.","Backfill real applications_systems references for this field during Phase D enrichment; this is a content gap, not a broken link.",applications_systems,n/a,Phase B scenario model / Phase D enrichment,metrics_outcomes.data_source resolution_rate_pct >= 80% for skyharbor-air on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
skyharbor-air,executive_interviews.initiative_link,resolves_to=programs_initiatives.program_name OR ai_automation_use_cases.use_case_name rate=0% status=blocker,referential_identity_defect,"executive_interviews.initiative_link: 216 sampled values look like genuine distinct names/content (e.g. ""IROPS Resilience and Recovery"", ""Contact center agent assist""), but only 0% resolve against programs_initiatives.program_name OR ai_automation_use_cases.use_case_name.","These were generated independently and don't share identities. Needs ID-based cross-referencing from one connected scenario model (Phase B), not string-matching.",programs_initiatives,n/a,Phase B scenario model / Phase D enrichment,executive_interviews.initiative_link resolution_rate_pct >= 80% for skyharbor-air on Gate 2 rerun (or rule retired/corrected if audit_rule_defect)
