tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,spend_id,amount_usd,amount_type,owner,program_id,vendor_id,system_id,committed_vs_discretionary,renewal_or_gate_date,value_linkage,unit_economics
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0004,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,5,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0004,33,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0004,VDR-00044,SYS-0044,run_cost,2028-01-31,MERIDIANHEALTH-MET-0004,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0005,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,6,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0005,34,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0005,VDR-00045,SYS-0045,productivity,2028-02-11,MERIDIANHEALTH-MET-0005,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0006,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,7,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0006,35,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0006,VDR-00046,SYS-0046,productivity,2028-02-22,MERIDIANHEALTH-MET-0006,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0007,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,8,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0007,36,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0007,VDR-00047,SYS-0047,run_cost,2028-03-04,MERIDIANHEALTH-MET-0007,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0008,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0008,37,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0008,VDR-00048,SYS-0048,productivity,2028-03-15,MERIDIANHEALTH-MET-0008,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0009,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0009,38,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0009,VDR-00049,SYS-0049,productivity,2028-03-26,MERIDIANHEALTH-MET-0009,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0010,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0010,39,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0010,VDR-00050,SYS-0050,run_cost,2028-04-06,MERIDIANHEALTH-MET-0010,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0011,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0011,40,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0011,VDR-00051,SYS-0051,productivity,2028-04-17,MERIDIANHEALTH-MET-0011,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0012,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0012,41,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0012,VDR-00052,SYS-0052,productivity,2028-04-28,MERIDIANHEALTH-MET-0012,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0013,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0013,42,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0013,VDR-00053,SYS-0053,run_cost,2028-05-09,MERIDIANHEALTH-MET-0013,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0014,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0014,43,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0014,VDR-00054,SYS-0054,productivity,2028-05-20,MERIDIANHEALTH-MET-0014,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0015,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0015,44,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0015,VDR-00055,SYS-0055,productivity,2028-05-31,MERIDIANHEALTH-MET-0015,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0016,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0016,45,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0016,VDR-00056,SYS-0056,run_cost,2028-06-11,MERIDIANHEALTH-MET-0016,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0017,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0017,46,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0017,VDR-00057,SYS-0057,productivity,2028-06-22,MERIDIANHEALTH-MET-0017,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0018,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0018,47,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0018,VDR-00058,SYS-0058,productivity,2028-07-03,MERIDIANHEALTH-MET-0018,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0019,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0019,48,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0019,VDR-00059,SYS-0059,run_cost,2028-07-14,MERIDIANHEALTH-MET-0019,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0020,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0020,49,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0020,VDR-00060,SYS-0060,productivity,2028-07-25,MERIDIANHEALTH-MET-0020,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0021,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0021,50,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0021,VDR-00061,SYS-0061,productivity,2028-08-05,MERIDIANHEALTH-MET-0021,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0022,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0022,51,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0022,VDR-00062,SYS-0062,run_cost,2028-08-16,MERIDIANHEALTH-MET-0022,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0023,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0023,52,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0023,VDR-00063,SYS-0063,productivity,2028-08-27,MERIDIANHEALTH-MET-0023,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0024,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0024,53,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0024,VDR-00064,SYS-0064,productivity,2028-09-07,MERIDIANHEALTH-MET-0024,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0025,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0025,54,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0025,VDR-00065,SYS-0065,run_cost,2028-09-18,MERIDIANHEALTH-MET-0025,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0026,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0026,55,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0026,VDR-00066,SYS-0066,productivity,2028-09-29,MERIDIANHEALTH-MET-0026,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0027,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0027,56,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0027,VDR-00067,SYS-0067,productivity,2028-10-10,MERIDIANHEALTH-MET-0027,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0028,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,29,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0028,57,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0028,VDR-00068,SYS-0068,run_cost,2028-10-21,MERIDIANHEALTH-MET-0028,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0029,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,30,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0029,58,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0029,VDR-00069,SYS-0069,productivity,2028-11-01,MERIDIANHEALTH-MET-0029,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0030,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,31,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0030,30,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0030,VDR-00070,SYS-0070,productivity,2028-11-12,MERIDIANHEALTH-MET-0030,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0031,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,32,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0031,31,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0031,VDR-00071,SYS-0071,run_cost,2028-11-23,MERIDIANHEALTH-MET-0031,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0032,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,33,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0032,32,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0032,VDR-00072,SYS-0072,productivity,2028-12-04,MERIDIANHEALTH-MET-0032,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0033,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,34,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0033,33,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0033,VDR-00073,SYS-0073,productivity,2028-12-15,MERIDIANHEALTH-MET-0033,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0034,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,35,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0034,34,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0034,VDR-00074,SYS-0074,run_cost,2028-12-26,MERIDIANHEALTH-MET-0034,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0035,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,36,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0035,35,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0035,VDR-00075,SYS-0075,productivity,2029-01-06,MERIDIANHEALTH-MET-0035,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0036,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,37,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0036,36,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0036,VDR-00076,SYS-0076,productivity,2029-01-17,MERIDIANHEALTH-MET-0036,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0037,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,38,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0037,37,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0037,VDR-00077,SYS-0077,run_cost,2029-01-28,MERIDIANHEALTH-MET-0037,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0038,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,39,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0038,38,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0038,VDR-00078,SYS-0078,productivity,2029-02-08,MERIDIANHEALTH-MET-0038,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0039,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,40,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0039,39,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0039,VDR-00079,SYS-0079,productivity,2029-02-19,MERIDIANHEALTH-MET-0039,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0040,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,41,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0040,40,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0040,VDR-00080,SYS-0080,run_cost,2029-03-02,MERIDIANHEALTH-MET-0040,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0041,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,42,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0041,41,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0041,VDR-00081,SYS-0081,productivity,2029-03-13,MERIDIANHEALTH-MET-0041,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0042,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,43,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0042,42,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0042,VDR-00082,SYS-0082,productivity,2029-03-24,MERIDIANHEALTH-MET-0042,finance attestation plus source-system telemetry
