tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0028,Call center agent assist and next-best-action / expansion 16,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,29,2026-06-18,2026-01-01,2027-01-20,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0028,Chief Customer Experience Officer,Chief Customer Experience Officer,Chief Customer Experience Officer,pilot,26000000,data_thin:spend_to_date_missing,68000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-01-20,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0029,HEDIS/STAR provider quality performance mart / expansion 17,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,30,2026-06-18,2026-01-01,2026-11-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0029,Chief Quality Officer,Chief Quality Officer,Chief Quality Officer,build,16000000,data_thin:spend_to_date_missing,52000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-11-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0030,Cost-of-care and margin transparency by population / expansion 18,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,31,2026-06-18,2026-01-01,2027-04-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0030,CFO,CFO,CFO,design,19000000,data_thin:spend_to_date_missing,76000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-04-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0031,Payment integrity leakage reduction analytics / expansion 19,v4_synthetic_pack,VP Payment Integrity,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,32,2026-06-18,2026-01-01,2027-01-31,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0031,VP Payment Integrity,VP Payment Integrity,VP Payment Integrity,pilot,14000000,data_thin:spend_to_date_missing,55000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-01-31,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0032,Automated close and management reporting pipelines / expansion 20,v4_synthetic_pack,Controller,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,33,2026-06-18,2026-01-01,2026-12-31,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0032,Controller,Controller,Controller,mobilize,12000000,data_thin:spend_to_date_missing,31000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-12-31,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0033,Ambient documentation scale with safety review / expansion 21,v4_synthetic_pack,Chief Medical Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,34,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0033,Chief Medical Officer,Chief Medical Officer,Chief Medical Officer,scale_gate,24000000,data_thin:spend_to_date_missing,47000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-10-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0034,Epic to lakehouse FHIR/HL7 modernization / expansion 22,v4_synthetic_pack,VP Integration,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,35,2026-06-18,2026-01-01,2027-05-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0034,VP Integration,VP Integration,VP Integration,build,21000000,data_thin:spend_to_date_missing,36000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-05-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0035,Provider network contract analytics / expansion 23,v4_synthetic_pack,Chief Network Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,36,2026-06-18,2026-01-01,2027-03-01,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0035,Chief Network Officer,Chief Network Officer,Chief Network Officer,design,9000000,data_thin:spend_to_date_missing,27000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-03-01,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0036,Responsible AI and PHI model governance operating model / expansion 24,v4_synthetic_pack,Chief Compliance Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,37,2026-06-18,2026-01-01,2026-09-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0036,Chief Compliance Officer,Chief Compliance Officer,Chief Compliance Officer,mobilize,8000000,data_thin:spend_to_date_missing,19000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-09-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0037,Databricks AWS clinical + claims lakehouse foundation / expansion 25,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,38,2026-06-18,2026-01-01,2027-03-31,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0037,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,58000000,data_thin:spend_to_date_missing,93000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-03-31,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0038,Unified semantic layer for automation-ready data products / expansion 26,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,39,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0038,Chief Data Officer,Chief Data Officer,Chief Data Officer,design,18000000,data_thin:spend_to_date_missing,42000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-12-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0039,Prior authorization automation evidence cockpit / expansion 27,v4_synthetic_pack,Chief Health Plan Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,40,2026-06-18,2026-01-01,2027-02-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0039,Chief Health Plan Officer,Chief Health Plan Officer,Chief Health Plan Officer,pilot,22000000,data_thin:spend_to_date_missing,61000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-02-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0040,Call center agent assist and next-best-action / expansion 28,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,41,2026-06-18,2026-01-01,2027-01-20,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0040,Chief Customer Experience Officer,Chief Customer Experience Officer,Chief Customer Experience Officer,pilot,26000000,data_thin:spend_to_date_missing,68000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-01-20,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0041,HEDIS/STAR provider quality performance mart / expansion 29,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,42,2026-06-18,2026-01-01,2026-11-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0041,Chief Quality Officer,Chief Quality Officer,Chief Quality Officer,build,16000000,data_thin:spend_to_date_missing,52000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-11-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0042,Cost-of-care and margin transparency by population / expansion 30,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,43,2026-06-18,2026-01-01,2027-04-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0042,CFO,CFO,CFO,design,19000000,data_thin:spend_to_date_missing,76000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-04-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0043,Payment integrity leakage reduction analytics / expansion 31,v4_synthetic_pack,VP Payment Integrity,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,44,2026-06-18,2026-01-01,2027-01-31,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0043,VP Payment Integrity,VP Payment Integrity,VP Payment Integrity,pilot,14000000,data_thin:spend_to_date_missing,55000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-01-31,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0044,Automated close and management reporting pipelines / expansion 32,v4_synthetic_pack,Controller,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,45,2026-06-18,2026-01-01,2026-12-31,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0044,Controller,Controller,Controller,mobilize,12000000,data_thin:spend_to_date_missing,31000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-12-31,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0045,Ambient documentation scale with safety review / expansion 33,v4_synthetic_pack,Chief Medical Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,46,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0045,Chief Medical Officer,Chief Medical Officer,Chief Medical Officer,scale_gate,24000000,data_thin:spend_to_date_missing,47000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-10-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0046,Epic to lakehouse FHIR/HL7 modernization / expansion 34,v4_synthetic_pack,VP Integration,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,47,2026-06-18,2026-01-01,2027-05-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0046,VP Integration,VP Integration,VP Integration,build,21000000,data_thin:spend_to_date_missing,36000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-05-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0047,Provider network contract analytics / expansion 35,v4_synthetic_pack,Chief Network Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,48,2026-06-18,2026-01-01,2027-03-01,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0047,Chief Network Officer,Chief Network Officer,Chief Network Officer,design,9000000,data_thin:spend_to_date_missing,27000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-03-01,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0048,Responsible AI and PHI model governance operating model / expansion 36,v4_synthetic_pack,Chief Compliance Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,49,2026-06-18,2026-01-01,2026-09-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0048,Chief Compliance Officer,Chief Compliance Officer,Chief Compliance Officer,mobilize,8000000,data_thin:spend_to_date_missing,19000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-09-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0049,Databricks AWS clinical + claims lakehouse foundation / expansion 37,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,50,2026-06-18,2026-01-01,2027-03-31,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0049,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,58000000,data_thin:spend_to_date_missing,93000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-03-31,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0050,Unified semantic layer for automation-ready data products / expansion 38,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,51,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0050,Chief Data Officer,Chief Data Officer,Chief Data Officer,design,18000000,data_thin:spend_to_date_missing,42000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-12-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0051,Prior authorization automation evidence cockpit / expansion 39,v4_synthetic_pack,Chief Health Plan Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,52,2026-06-18,2026-01-01,2027-02-15,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0051,Chief Health Plan Officer,Chief Health Plan Officer,Chief Health Plan Officer,pilot,22000000,data_thin:spend_to_date_missing,61000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-02-15,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0052,Call center agent assist and next-best-action / expansion 40,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,53,2026-06-18,2026-01-01,2027-01-20,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0052,Chief Customer Experience Officer,Chief Customer Experience Officer,Chief Customer Experience Officer,pilot,26000000,data_thin:spend_to_date_missing,68000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-01-20,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0053,HEDIS/STAR provider quality performance mart / expansion 41,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,54,2026-06-18,2026-01-01,2026-11-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0053,Chief Quality Officer,Chief Quality Officer,Chief Quality Officer,build,16000000,data_thin:spend_to_date_missing,52000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2026-11-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
meridian-health,Meridian Health,v6.0,program_initiative,MERIDIANHEALTH-INIT-0054,Cost-of-care and margin transparency by population / expansion 42,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,55,2026-06-18,2026-01-01,2027-04-30,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:spend_to_date_missing|data_thin:realized_value_missing|data_thin:value_basis_missing|data_thin:status_missing|data_thin:dependencies_missing|data_thin:risks_missing|data_thin:decision_needed_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-INIT-0054,CFO,CFO,CFO,design,19000000,data_thin:spend_to_date_missing,76000000,data_thin:realized_value_missing,data_thin:value_basis_missing,data_thin:status_missing,2027-04-30,data_thin:dependencies_missing,data_thin:risks_missing,data_thin:decision_needed_missing
