tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-2,Clinical operations data product,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-DATA-001,Longitudinal patient/member gold record,Chief Data Officer,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-68,Clinical operations data product,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,68,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0067,HEDIS and STAR quality mart,Chief Quality Officer,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,63,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-69,Revenue cycle data product,v4_synthetic_pack,CFO,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,69,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0068,Cost-of-care and product margin mart,CFO,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,46,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-70,Care management data product,v4_synthetic_pack,VP Payment Integrity,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,70,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0069,Payment integrity pattern library,VP Payment Integrity,Care Coordination,Care Coordination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-71,Claims intelligence data product,v4_synthetic_pack,Controller,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,71,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0070,Automated close semantic layer,Controller,Claims Analytics,Claims Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,51,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-72,Patient access data product,v4_synthetic_pack,Chief Network Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,72,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0071,Provider attribution and contract economics,Chief Network Officer,Patient Access,Patient Access -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-73,Clinical data governance data product,v4_synthetic_pack,Chief Medical Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,73,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0072,Clinical documentation AI evidence store,Chief Medical Officer,Clinical Data Platform,Clinical Data Platform -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-74,Clinical operations data product,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,74,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0073,Longitudinal patient/member gold record,Chief Data Officer,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-75,Revenue cycle data product,v4_synthetic_pack,Chief Health Plan Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,75,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0074,Prior authorization evidence corpus,Chief Health Plan Officer,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-76,Care management data product,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,76,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0075,Call center transcript and intent lake,Chief Customer Experience Officer,Care Coordination,Care Coordination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,49,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-77,Claims intelligence data product,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,77,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0076,HEDIS and STAR quality mart,Chief Quality Officer,Claims Analytics,Claims Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,63,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-78,Patient access data product,v4_synthetic_pack,CFO,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,78,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0077,Cost-of-care and product margin mart,CFO,Patient Access,Patient Access -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,46,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-79,Clinical data governance data product,v4_synthetic_pack,VP Payment Integrity,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,79,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0078,Payment integrity pattern library,VP Payment Integrity,Clinical Data Platform,Clinical Data Platform -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-80,Clinical operations data product,v4_synthetic_pack,Controller,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,80,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0079,Automated close semantic layer,Controller,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,51,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-81,Revenue cycle data product,v4_synthetic_pack,Chief Network Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,81,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0080,Provider attribution and contract economics,Chief Network Officer,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-82,Care management data product,v4_synthetic_pack,Chief Medical Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,82,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0081,Clinical documentation AI evidence store,Chief Medical Officer,Care Coordination,Care Coordination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-83,Claims intelligence data product,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,83,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0082,Longitudinal patient/member gold record,Chief Data Officer,Claims Analytics,Claims Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-84,Patient access data product,v4_synthetic_pack,Chief Health Plan Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,84,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0083,Prior authorization evidence corpus,Chief Health Plan Officer,Patient Access,Patient Access -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-85,Clinical data governance data product,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,85,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0084,Call center transcript and intent lake,Chief Customer Experience Officer,Clinical Data Platform,Clinical Data Platform -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,49,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-86,Clinical operations data product,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,86,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0085,HEDIS and STAR quality mart,Chief Quality Officer,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,63,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-87,Revenue cycle data product,v4_synthetic_pack,CFO,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,87,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0086,Cost-of-care and product margin mart,CFO,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,46,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-88,Care management data product,v4_synthetic_pack,VP Payment Integrity,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,88,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0087,Payment integrity pattern library,VP Payment Integrity,Care Coordination,Care Coordination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-89,Claims intelligence data product,v4_synthetic_pack,Controller,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,89,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0088,Automated close semantic layer,Controller,Claims Analytics,Claims Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,51,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-90,Patient access data product,v4_synthetic_pack,Chief Network Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,90,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0089,Provider attribution and contract economics,Chief Network Officer,Patient Access,Patient Access -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-91,Clinical data governance data product,v4_synthetic_pack,Chief Medical Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,91,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0090,Clinical documentation AI evidence store,Chief Medical Officer,Clinical Data Platform,Clinical Data Platform -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-92,Clinical operations data product,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,92,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0091,Longitudinal patient/member gold record,Chief Data Officer,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-93,Revenue cycle data product,v4_synthetic_pack,Chief Health Plan Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,93,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0092,Prior authorization evidence corpus,Chief Health Plan Officer,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-94,Care management data product,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,94,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0093,Call center transcript and intent lake,Chief Customer Experience Officer,Care Coordination,Care Coordination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,49,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-95,Claims intelligence data product,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,95,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0094,HEDIS and STAR quality mart,Chief Quality Officer,Claims Analytics,Claims Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,63,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-96,Patient access data product,v4_synthetic_pack,CFO,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,96,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0095,Cost-of-care and product margin mart,CFO,Patient Access,Patient Access -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,46,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-97,Clinical data governance data product,v4_synthetic_pack,VP Payment Integrity,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,97,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0096,Payment integrity pattern library,VP Payment Integrity,Clinical Data Platform,Clinical Data Platform -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,55,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-98,Clinical operations data product,v4_synthetic_pack,Controller,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,98,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0097,Automated close semantic layer,Controller,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,51,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-99,Revenue cycle data product,v4_synthetic_pack,Chief Network Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,99,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0098,Provider attribution and contract economics,Chief Network Officer,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,57,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-100,Care management data product,v4_synthetic_pack,Chief Medical Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,100,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0099,Clinical documentation AI evidence store,Chief Medical Officer,Care Coordination,Care Coordination -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,61,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-101,Claims intelligence data product,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,101,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0100,Longitudinal patient/member gold record,Chief Data Officer,Claims Analytics,Claims Analytics -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,58,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-102,Patient access data product,v4_synthetic_pack,Chief Health Plan Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,102,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0101,Prior authorization evidence corpus,Chief Health Plan Officer,Patient Access,Patient Access -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,52,Steward assigned
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-103,Clinical data governance data product,v4_synthetic_pack,Chief Customer Experience Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,103,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0102,Call center transcript and intent lake,Chief Customer Experience Officer,Clinical Data Platform,Clinical Data Platform -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,49,Needs lineage review
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-104,Clinical operations data product,v4_synthetic_pack,Chief Quality Officer,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,104,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0103,HEDIS and STAR quality mart,Chief Quality Officer,Epic EHR,Epic EHR -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,63,Certified
meridian-health,Healthcare Demo,v6.0,data_asset_integration,meridian-health-data_asset_integration-105,Revenue cycle data product,v4_synthetic_pack,CFO,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,105,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-DATA-0104,Cost-of-care and product margin mart,CFO,Revenue Cycle,Revenue Cycle -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,46,Steward assigned
