truth_id,parser_visible_source_id,parser_visible_native_id,object_type,support_type,expected_reconstruction
TRUTH-AIRDN-00209,CORROBORATING-SRC-AIRDN-CTRL-020,CTRL-AIRDN-0019,control,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00210,SRC-AIRDN-CTRL-021,CTRL-AIRDN-0020,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00211,SRC-AIRDN-CTRL-022,CTRL-AIRDN-0021,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00212,SRC-AIRDN-CTRL-023,CTRL-AIRDN-0022,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00213,SRC-AIRDN-CTRL-024,CTRL-AIRDN-0023,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00214,SRC-AIRDN-CTRL-025,CTRL-AIRDN-0024,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00215,SRC-AIRDN-CTRL-026,CTRL-AIRDN-0025,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00216,SRC-AIRDN-KPI-002,KPI-AIRDN-001,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00217,SRC-AIRDN-KPI-003,KPI-AIRDN-002,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00218,SRC-AIRDN-KPI-004,KPI-AIRDN-003,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00219,SRC-AIRDN-KPI-005,KPI-AIRDN-004,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00220,SRC-AIRDN-KPI-006,KPI-AIRDN-005,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00220,CORROBORATING-SRC-AIRDN-KPI-006,KPI-AIRDN-005,kpi,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00221,SRC-AIRDN-KPI-007,KPI-AIRDN-006,kpi,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00222,SRC-AIRDN-KPI-008,KPI-AIRDN-007,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00223,SRC-AIRDN-KPI-009,KPI-AIRDN-008,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00224,SRC-AIRDN-KPI-010,KPI-AIRDN-009,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00225,SRC-AIRDN-KPI-011,KPI-AIRDN-010,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00226,SRC-AIRDN-KPI-012,KPI-AIRDN-011,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00227,SRC-AIRDN-KPI-013,KPI-AIRDN-012,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00228,SRC-AIRDN-KPI-014,KPI-AIRDN-013,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00229,SRC-AIRDN-KPI-015,KPI-AIRDN-014,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00230,SRC-AIRDN-KPI-016,KPI-AIRDN-015,kpi,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00231,SRC-AIRDN-KPI-017,KPI-AIRDN-016,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00231,CORROBORATING-SRC-AIRDN-KPI-017,KPI-AIRDN-016,kpi,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00232,SRC-AIRDN-KPI-018,KPI-AIRDN-017,kpi,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00233,SRC-AIRDN-KPI-019,KPI-AIRDN-018,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00234,SRC-AIRDN-KPI-020,KPI-AIRDN-019,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00235,SRC-AIRDN-KPI-021,KPI-AIRDN-020,kpi,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00236,SRC-AIRDN-OPS-002,IROPS-AIRDN-0001,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00237,SRC-AIRDN-OPS-003,IROPS-AIRDN-0002,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00238,SRC-AIRDN-OPS-004,IROPS-AIRDN-0003,business_process,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00239,SRC-AIRDN-OPS-005,IROPS-AIRDN-0004,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00240,SRC-AIRDN-OPS-006,IROPS-AIRDN-0005,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00241,SRC-AIRDN-OPS-007,IROPS-AIRDN-0006,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00242,SRC-AIRDN-OPS-008,IROPS-AIRDN-0007,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00242,CORROBORATING-SRC-AIRDN-OPS-008,IROPS-AIRDN-0007,business_process,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00243,SRC-AIRDN-OPS-009,IROPS-AIRDN-0008,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00244,SRC-AIRDN-OPS-010,IROPS-AIRDN-0009,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00245,SRC-AIRDN-OPS-011,IROPS-AIRDN-0010,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00246,SRC-AIRDN-OPS-012,IROPS-AIRDN-0011,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00247,SRC-AIRDN-OPS-013,IROPS-AIRDN-0012,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00248,SRC-AIRDN-OPS-014,IROPS-AIRDN-0013,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00249,SRC-AIRDN-OPS-015,IROPS-AIRDN-0014,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00250,SRC-AIRDN-OPS-016,IROPS-AIRDN-0015,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00251,SRC-AIRDN-OPS-017,IROPS-AIRDN-0016,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00252,SRC-AIRDN-OPS-018,IROPS-AIRDN-0017,business_process,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00253,SRC-AIRDN-OPS-019,IROPS-AIRDN-0018,business_process,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00253,CORROBORATING-SRC-AIRDN-OPS-019,IROPS-AIRDN-0018,business_process,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00254,INFRA-AIRDN-00001,INFRA-AIRDN-00001,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00255,INFRA-AIRDN-00002,INFRA-AIRDN-00002,infrastructure,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00256,INFRA-AIRDN-00003,INFRA-AIRDN-00003,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00257,INFRA-AIRDN-00004,INFRA-AIRDN-00004,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00258,INFRA-AIRDN-00005,INFRA-AIRDN-00005,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00259,INFRA-AIRDN-00006,INFRA-AIRDN-00006,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00260,INFRA-AIRDN-00007,INFRA-AIRDN-00007,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00261,INFRA-AIRDN-00008,INFRA-AIRDN-00008,infrastructure,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00262,INFRA-AIRDN-00009,INFRA-AIRDN-00009,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00263,INFRA-AIRDN-00010,INFRA-AIRDN-00010,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00264,INFRA-AIRDN-00011,INFRA-AIRDN-00011,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00264,CORROBORATING-INFRA-AIRDN-00011,INFRA-AIRDN-00011,infrastructure,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00265,INFRA-AIRDN-00012,INFRA-AIRDN-00012,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00266,INFRA-AIRDN-00013,INFRA-AIRDN-00013,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00267,INFRA-AIRDN-00014,INFRA-AIRDN-00014,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00268,INFRA-AIRDN-00015,INFRA-AIRDN-00015,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00269,INFRA-AIRDN-00016,INFRA-AIRDN-00016,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00270,INFRA-AIRDN-00017,INFRA-AIRDN-00017,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00271,INFRA-AIRDN-00018,INFRA-AIRDN-00018,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00272,INFRA-AIRDN-00019,INFRA-AIRDN-00019,infrastructure,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00273,INFRA-AIRDN-00020,INFRA-AIRDN-00020,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00274,INFRA-AIRDN-00021,INFRA-AIRDN-00021,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00275,INFRA-AIRDN-00022,INFRA-AIRDN-00022,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00275,CORROBORATING-INFRA-AIRDN-00022,INFRA-AIRDN-00022,infrastructure,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00276,INFRA-AIRDN-00023,INFRA-AIRDN-00023,infrastructure,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00277,INFRA-AIRDN-00024,INFRA-AIRDN-00024,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00278,INFRA-AIRDN-00025,INFRA-AIRDN-00025,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00279,INFRA-AIRDN-00026,INFRA-AIRDN-00026,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00280,INFRA-AIRDN-00027,INFRA-AIRDN-00027,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00281,INFRA-AIRDN-00028,INFRA-AIRDN-00028,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00282,INFRA-AIRDN-00029,INFRA-AIRDN-00029,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00283,INFRA-AIRDN-00030,INFRA-AIRDN-00030,infrastructure,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00284,SRC-AIRDN-PROP-A-01,BID-AIRDN-A-LOT-AIRDN-01,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00285,SRC-AIRDN-PROP-B-01,BID-AIRDN-B-LOT-AIRDN-01,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00286,SRC-AIRDN-PROP-C-01,BID-AIRDN-C-LOT-AIRDN-01,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00286,CORROBORATING-SRC-AIRDN-PROP-C-01,BID-AIRDN-C-LOT-AIRDN-01,proposal,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00287,SRC-AIRDN-PROP-A-02,BID-AIRDN-A-LOT-AIRDN-02,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00288,SRC-AIRDN-PROP-B-02,BID-AIRDN-B-LOT-AIRDN-02,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00289,SRC-AIRDN-PROP-C-02,BID-AIRDN-C-LOT-AIRDN-02,proposal,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00290,SRC-AIRDN-PROP-A-03,BID-AIRDN-A-LOT-AIRDN-03,proposal,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00291,SRC-AIRDN-PROP-B-03,BID-AIRDN-B-LOT-AIRDN-03,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00292,SRC-AIRDN-PROP-C-03,BID-AIRDN-C-LOT-AIRDN-03,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00293,SRC-AIRDN-PROP-A-04,BID-AIRDN-A-LOT-AIRDN-04,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00294,SRC-AIRDN-PROP-B-04,BID-AIRDN-B-LOT-AIRDN-04,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00295,SRC-AIRDN-PROP-C-04,BID-AIRDN-C-LOT-AIRDN-04,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00296,SRC-AIRDN-PROP-A-05,BID-AIRDN-A-LOT-AIRDN-05,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00297,SRC-AIRDN-PROP-B-05,BID-AIRDN-B-LOT-AIRDN-05,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00297,CORROBORATING-SRC-AIRDN-PROP-B-05,BID-AIRDN-B-LOT-AIRDN-05,proposal,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00298,SRC-AIRDN-PROP-C-05,BID-AIRDN-C-LOT-AIRDN-05,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00299,SRC-AIRDN-PROP-A-06,BID-AIRDN-A-LOT-AIRDN-06,proposal,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00300,SRC-AIRDN-PROP-B-06,BID-AIRDN-B-LOT-AIRDN-06,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00301,SRC-AIRDN-PROP-C-06,BID-AIRDN-C-LOT-AIRDN-06,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00302,SRC-AIRDN-PROP-A-07,BID-AIRDN-A-LOT-AIRDN-07,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00303,SRC-AIRDN-PROP-B-07,BID-AIRDN-B-LOT-AIRDN-07,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00304,SRC-AIRDN-PROP-C-07,BID-AIRDN-C-LOT-AIRDN-07,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00305,SRC-AIRDN-PROP-A-08,BID-AIRDN-A-LOT-AIRDN-08,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00306,SRC-AIRDN-PROP-B-08,BID-AIRDN-B-LOT-AIRDN-08,proposal,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00307,SRC-AIRDN-PROP-C-08,BID-AIRDN-C-LOT-AIRDN-08,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00308,SRC-AIRDN-PROP-A-09,BID-AIRDN-A-LOT-AIRDN-09,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00308,CORROBORATING-SRC-AIRDN-PROP-A-09,BID-AIRDN-A-LOT-AIRDN-09,proposal,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00309,SRC-AIRDN-PROP-B-09,BID-AIRDN-B-LOT-AIRDN-09,proposal,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00310,SRC-AIRDN-PROP-C-09,BID-AIRDN-C-LOT-AIRDN-09,proposal,supported,reconstructable_from_visible_source
