rule,file,reason
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-holdings/migration-lineage.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-holdings/migration-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-holdings/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-holdings/source-identity-resolution.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-holdings/source-identity-resolution.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-holdings/source-metadata-conflicts-before-after.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-holdings/source-metadata-conflicts-before-after.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-holdings/source-metadata-conflicts-before-after.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-industries/evidence-id-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-industries/evidence-id-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-industries/evidence-id-reconciliation.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-industries/migration-lineage.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-industries/migration-lineage.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-industries/migration-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-industries/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-industries/source-identity-resolution.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-industries/source-identity-resolution.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/meridian-health/evidence-id-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/meridian-health/evidence-id-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/meridian-health/evidence-id-reconciliation.csv,generated/historical report
current-state-pack,reports/evidence-v4-migration/meridian-health/evidence-id-reconciliation.csv,generated/historical report
rich-enterprise-pack,reports/evidence-v4-migration/meridian-health/evidence-id-reconciliation.csv,generated/historical report
v6-v7-current-state,reports/evidence-v4-migration/meridian-health/evidence-items-candidate.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/meridian-health/evidence-sources-candidate.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/meridian-health/evidence-sources-candidate.csv,generated/historical report
v6-v7-current-state,reports/evidence-v4-migration/meridian-health/evidence-sources-candidate.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/meridian-health/migration-lineage.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/meridian-health/migration-lineage.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/meridian-health/migration-lineage.json,generated/historical report
current-state-pack,reports/evidence-v4-migration/meridian-health/migration-lineage.json,generated/historical report
rich-enterprise-pack,reports/evidence-v4-migration/meridian-health/migration-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/meridian-health/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/meridian-health/source-identity-resolution.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/meridian-health/source-identity-resolution.csv,generated/historical report
current-state-pack,reports/evidence-v4-migration/meridian-health/source-identity-resolution.csv,generated/historical report
rich-enterprise-pack,reports/evidence-v4-migration/meridian-health/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/meridian-health/source-version-to-evidence-item-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/meridian-health/source-version-to-evidence-item-reconciliation.csv,generated/historical report
v6-v7-current-state,reports/evidence-v4-migration/meridian-health/source-version-to-evidence-item-reconciliation.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/recovery-input-manifest.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/recovery-input-manifest.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/recovery-input-manifest.json,generated/historical report
current-state-pack,reports/evidence-v4-migration/recovery-input-manifest.json,generated/historical report
rich-enterprise-pack,reports/evidence-v4-migration/recovery-input-manifest.json,generated/historical report
upgrade-candidate-pack,reports/evidence-v4-migration/recovery-input-manifest.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/skyharbor-air/evidence-id-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/skyharbor-air/evidence-id-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/skyharbor-air/evidence-id-reconciliation.csv,generated/historical report
upgrade-candidate-pack,reports/evidence-v4-migration/skyharbor-air/evidence-id-reconciliation.csv,generated/historical report
synthetic-v-folder-reference,reports/evidence-v4-migration/skyharbor-air/evidence-items-candidate.csv,generated/historical report
synthetic-v-folder-reference,reports/evidence-v4-migration/skyharbor-air/evidence-sources-candidate.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/skyharbor-air/evidence-sources-candidate.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/skyharbor-air/evidence-sources-candidate.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/skyharbor-air/migration-lineage.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/skyharbor-air/migration-lineage.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/skyharbor-air/migration-lineage.json,generated/historical report
upgrade-candidate-pack,reports/evidence-v4-migration/skyharbor-air/migration-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/skyharbor-air/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/skyharbor-air/source-identity-resolution.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/skyharbor-air/source-identity-resolution.csv,generated/historical report
upgrade-candidate-pack,reports/evidence-v4-migration/skyharbor-air/source-identity-resolution.csv,generated/historical report
synthetic-v-folder-reference,reports/evidence-v4-migration/skyharbor-air/source-version-to-evidence-item-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/skyharbor-air/source-version-to-evidence-item-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/skyharbor-air/source-version-to-evidence-item-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/home-summary-snapshot/latest/home-summary-snapshots.json,generated/historical report
legacy-v-file-name,reports/home-summary-snapshot/latest/home-summary-snapshots.json,generated/historical report
rich-substrate-pack,reports/home-summary-snapshot/latest/home-summary-snapshots.json,generated/historical report
upgrade-candidate-pack,reports/home-summary-snapshot/latest/home-summary-snapshots.json,generated/historical report
legacy-v-dimension-token,reports/home-summary-snapshot/latest/skyharbor-module-context-snapshot.json,generated/historical report
legacy-v-file-name,reports/home-summary-snapshot/latest/skyharbor-module-context-snapshot.json,generated/historical report
rich-substrate-pack,reports/home-summary-snapshot/latest/skyharbor-module-context-snapshot.json,generated/historical report
upgrade-candidate-pack,reports/home-summary-snapshot/latest/skyharbor-module-context-snapshot.json,generated/historical report
synthetic-v-folder-reference,reports/legacy-context-retirement/inventory.csv,generated/historical report
legacy-v-dimension-token,reports/legacy-context-retirement/inventory.csv,generated/historical report
v6-v7-current-state,reports/legacy-context-retirement/inventory.csv,generated/historical report
legacy-v-dimension-token,reports/legacy-dataset-sunset/default-runtime-read-scan.csv,generated/historical report
v6-v7-current-state,reports/legacy-dataset-sunset/default-runtime-read-scan.csv,generated/historical report
synthetic-v-folder-reference,reports/live-refresh-preflight-20260627/apex-retail.preflight.json,generated/historical report
synthetic-v-folder-reference,reports/live-refresh-preflight-20260627/first-capital.preflight.json,generated/historical report
synthetic-v-folder-reference,reports/live-refresh-preflight-20260627/lakeshore-holdings.preflight.json,generated/historical report
synthetic-v-folder-reference,reports/live-refresh-preflight-20260627/meridian-health.preflight.json,generated/historical report
synthetic-v-folder-reference,reports/live-refresh-preflight-20260627/skyharbor-air.preflight.json,generated/historical report
v6-v7-current-state,reports/meridian-v3-runtime-reachability/approved-content-paths.csv,generated/historical report
synthetic-v-folder-reference,reports/module-readiness-proof/skyharbor/module-readiness-proof.json,generated/historical report
legacy-v-dimension-token,reports/module-readiness-proof/skyharbor/module-readiness-proof.json,generated/historical report
legacy-v-file-name,reports/module-readiness-proof/skyharbor/module-readiness-proof.json,generated/historical report
synthetic-v-folder-reference,reports/skyharbor-compatibility-snapshot/skyharbor-compatibility-snapshot.json,generated/historical report
legacy-v-dimension-token,reports/skyharbor-compatibility-snapshot/skyharbor-compatibility-snapshot.json,generated/historical report
legacy-v-file-name,reports/skyharbor-compatibility-snapshot/skyharbor-compatibility-snapshot.json,generated/historical report
legacy-v-dimension-token,reports/skyharbor-compatibility-snapshot/skyharbor-compatibility-snapshot.md,generated/historical report
legacy-v-file-name,reports/skyharbor-compatibility-snapshot/skyharbor-compatibility-snapshot.md,generated/historical report
synthetic-v-folder-reference,reports/tenant-candidate-generation/all-tenant-eligibility-matrix.csv,generated/historical report
v6-v7-current-state,reports/tenant-candidate-generation/all-tenant-eligibility-matrix.csv,generated/historical report
synthetic-v-folder-reference,reports/tenant-candidate-generation/all-tenant-eligibility-matrix.json,generated/historical report
v6-v7-current-state,reports/tenant-candidate-generation/all-tenant-eligibility-matrix.json,generated/historical report
archive-path-reference,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
legacy-v-dimension-token,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
legacy-v-file-name,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
current-state-pack,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
rich-enterprise-pack,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
rich-substrate-pack,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
upgrade-candidate-pack,reports/tenant-input-consolidation/latest/applications-systems-full-source-to-loaded.csv,generated/historical report
archive-path-reference,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
legacy-v-pack-label,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
legacy-v-dimension-token,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
legacy-v-file-name,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
current-state-pack,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
rich-enterprise-pack,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
rich-substrate-pack,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
upgrade-candidate-pack,reports/tenant-input-consolidation/latest/conflict-resolution-report.json,generated/historical report
archive-path-reference,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
legacy-v-pack-label,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
legacy-v-dimension-token,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
legacy-v-file-name,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
current-state-pack,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
rich-enterprise-pack,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
rich-substrate-pack,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
upgrade-candidate-pack,reports/tenant-input-consolidation/latest/row-deduplication-report.json,generated/historical report
archive-path-reference,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
legacy-v-dimension-token,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
legacy-v-file-name,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
current-state-pack,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
rich-enterprise-pack,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
rich-substrate-pack,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
upgrade-candidate-pack,reports/tenant-input-consolidation/latest/source-precedence-report.json,generated/historical report
archive-path-reference,reports/tenant-input-consolidation/latest/summary.md,generated/historical report
legacy-v-dimension-token,reports/tenant-input-consolidation/latest/summary.md,generated/historical report
legacy-v-file-name,reports/tenant-input-consolidation/latest/summary.md,generated/historical report
current-state-pack,reports/tenant-input-consolidation/latest/summary.md,generated/historical report
rich-enterprise-pack,reports/tenant-input-consolidation/latest/summary.md,generated/historical report
synthetic-v-folder-reference,reports/tenant-layer-refresh-2026-08-12/inventory/truth-inventory.csv,generated/historical report
v6-v7-current-state,reports/tenant-layer-refresh-2026-08-12/inventory/truth-inventory.csv,generated/historical report
synthetic-v-folder-reference,reports/v4-v5-dataset-refresh-20260627/audit.json,generated/historical report
legacy-v-dimension-token,reports/v4-v5-dataset-refresh-20260627/audit.json,generated/historical report
legacy-v-file-name,reports/v4-v5-dataset-refresh-20260627/audit.json,generated/historical report
synthetic-v-folder-reference,reports/v4-v5-dataset-refresh-20260627/curated-source-promotion-manifest.csv,generated/historical report
synthetic-v-folder-reference,reports/v4-v5-dataset-refresh-20260627/download-supplements-inventory.csv,generated/historical report
legacy-v-dimension-token,reports/v4-v5-dataset-refresh-20260627/download-supplements-inventory.csv,generated/historical report
legacy-v-file-name,reports/v4-v5-dataset-refresh-20260627/download-supplements-inventory.csv,generated/historical report
synthetic-v-folder-reference,reports/v4-v5-dataset-refresh-20260627/file-volumetrics.csv,generated/historical report
synthetic-v-folder-reference,reports/v4-v5-dataset-refresh-20260627/REPAIR_CHANGELOG.csv,generated/historical report
synthetic-v-folder-reference,reports/v4-v5-dataset-refresh-20260627/validation.generated.json,generated/historical report
v6-v7-current-state,reports/v6-v7-sunset/blocked-delete-candidates.csv,generated/historical report
legacy-v-dimension-token,reports/v6-v7-sunset/dependency-map.json,generated/historical report
v6-v7-current-state,reports/v6-v7-sunset/dependency-map.json,generated/historical report
v6-v7-current-state,reports/v6-v7-sunset/replacement-required.csv,generated/historical report
synthetic-v-folder-reference,scripts/audit/build-data-intelligence-redesign-report.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/audit/build-data-intelligence-redesign-report.mjs,non-loader historical reference
legacy-v-file-name,scripts/audit/build-data-intelligence-redesign-report.mjs,non-loader historical reference
v6-v7-current-state,scripts/audit/build-data-intelligence-redesign-report.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/audit/build-end-to-end-data-flow-report.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/audit/build-end-to-end-data-flow-report.mjs,non-loader historical reference
v6-v7-current-state,scripts/audit/build-end-to-end-data-flow-report.mjs,non-loader historical reference
current-state-pack,scripts/audit/build-home-knowledge-cutover-proof.ts,non-loader historical reference
current-state-pack,scripts/audit/build-intelligence-ava-quality-audit.ts,non-loader historical reference
legacy-v-dimension-token,scripts/audit/check-enterprise-naming-conventions.mjs,non-loader historical reference
archive-path-reference,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
v6-v7-current-state,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
current-state-pack,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
rich-enterprise-pack,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
rich-substrate-pack,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
upgrade-candidate-pack,scripts/audit/check-no-legacy-tenant-inputs.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/audit/enterprise-synthetic-data-depth-audit.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/audit/legacy-dataset-sunset.mjs,non-loader historical reference
v6-v7-current-state,scripts/audit/legacy-dataset-sunset.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/audit/meridian-data-state-reconciliation.mjs,non-loader historical reference
v6-v7-current-state,scripts/audit/meridian-data-state-reconciliation.mjs,non-loader historical reference
current-state-pack,scripts/audit/meridian-data-state-reconciliation.mjs,non-loader historical reference
rich-enterprise-pack,scripts/audit/meridian-data-state-reconciliation.mjs,non-loader historical reference
upgrade-candidate-pack,scripts/audit/meridian-data-state-reconciliation.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/audit/run-full-module-stress.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/context-packs/embed-v4-tenants-postgres-only.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/context-packs/regenerate-v4-relationship-graphs.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/data-build/__tests__/run-evidence-v4-migration-tests.mjs,non-loader historical reference
legacy-v-file-name,scripts/data-build/__tests__/run-evidence-v4-migration-tests.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/data-build/evidence-v4-migration-dry-run.mjs,non-loader historical reference
legacy-v-file-name,scripts/data-build/evidence-v4-migration-dry-run.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/intelligence/enrich-skyharbor-v6-cto-readiness.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/intelligence/enrich-skyharbor-v6-cto-readiness.mjs,non-loader historical reference
legacy-v-file-name,scripts/intelligence/enrich-skyharbor-v6-cto-readiness.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/jobs/load-first-capital-v2.ts,non-loader historical reference
legacy-v-dimension-token,scripts/jobs/load-first-capital-v2.ts,non-loader historical reference
legacy-v-dimension-token,scripts/knowledge/build-data-plane-load-plan.mjs,non-loader historical reference
legacy-v-file-name,scripts/knowledge/build-data-plane-load-plan.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/knowledge/generate-module-cxo-content.mjs,non-loader historical reference
legacy-v-file-name,scripts/knowledge/generate-module-cxo-content.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/knowledge/load-multi-tenant-data-plane.mjs,non-loader historical reference
legacy-v-file-name,scripts/knowledge/load-multi-tenant-data-plane.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/knowledge/proof-gate-cxo-context.mjs,non-loader historical reference
legacy-v-file-name,scripts/knowledge/proof-gate-cxo-context.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/lakeshore/generate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
legacy-v-pack-label,scripts/lakeshore/generate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/lakeshore/generate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
legacy-v-file-name,scripts/lakeshore/generate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/lakeshore/project-lakeshore-v7-to-tower-standardized.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/lakeshore/project-lakeshore-v7-to-tower-standardized.mjs,non-loader historical reference
legacy-v-file-name,scripts/lakeshore/project-lakeshore-v7-to-tower-standardized.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/lakeshore/sync-lakeshore-v6-to-tower-standardized.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/lakeshore/sync-lakeshore-v6-to-tower-standardized.mjs,non-loader historical reference
legacy-v-file-name,scripts/lakeshore/sync-lakeshore-v6-to-tower-standardized.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/lakeshore/validate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/lakeshore/validate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
legacy-v-file-name,scripts/lakeshore/validate-lakeshore-v6-holdco-pack.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/qa/home-know-data-gate.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/qa/home-v6-backend-correctness-projection.mjs,non-loader historical reference
legacy-v-pack-label,scripts/qa/home-v6-backend-correctness-projection.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/qa/home-v6-backend-correctness-projection.mjs,non-loader historical reference
legacy-v-file-name,scripts/qa/home-v6-backend-correctness-projection.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/qa/home-v6-critical-gap-report.mjs,non-loader historical reference
legacy-v-pack-label,scripts/qa/home-v6-critical-gap-report.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/qa/home-v6-critical-gap-report.mjs,non-loader historical reference
legacy-v-file-name,scripts/qa/home-v6-critical-gap-report.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/qa/intelligence-safety-tenant-registry.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/qa/lakeshore-stale-source-inventory.mjs,non-loader historical reference
legacy-v-dimension-token,scripts/qa/v7-tenant-foundation-live-proof.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/generate-first-capital-substrate.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/generate-first-capital-tower-supplement.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/generate-first-capital-v2.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/generate-meridian-data-pack.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/generate-northstar-context-layer.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/load-northstar-demo-fact-overlay.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/seed/load-tenant-substrate.ts,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/generate-airline-pattern-overlay.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/generate-skyharbor-substrate.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/generate-skyharbor-v2.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/load-v2-substrate.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/01_brief_to_outline/parse_brief.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/02_outline_to_records/enforce_schema.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/02_outline_to_records/generate_records.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/03_records_to_graph/build_edges.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/03_records_to_graph/build_entities.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/03_records_to_graph/edge_validation.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/04_graph_to_chunks/chunk_quality_gate.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/04_graph_to_chunks/narrate_entities.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/05_chunks_to_embeddings/embed_chunks.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/05_chunks_to_embeddings/embedding_audit.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/06_load_to_azure/audit_log_baseline.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/06_load_to_azure/azure_postgres_loader.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/06_load_to_azure/rls_verification.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/07_verify/coverage_report.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/stages/07_verify/fact_fingerprint_check.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/verify-airline-pattern-overlay.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/skyharbor/verify-skyharbor-substrate.mjs,non-loader historical reference
v6-v7-current-state,scripts/tenant-v3/audit-home-v3-runtime-reachability.ts,non-loader historical reference
v6-v7-current-state,scripts/tenant-v3/configs/meridian-health.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/tenant-v3/generate-rich-synthetic-tenant.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/tower/tower-data-trust-gate.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/verify-retired-tenant-references.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/verify/apex-data-pack-scaffold.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/verify/apex-sentinel-canonical.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/verify/meridian-context-showcase.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/verify/meridian-data-pack-scaffold.mjs,non-loader historical reference
synthetic-v-folder-reference,scripts/verify/northstar-context-layer-scaffold.mjs,non-loader historical reference
old-meridian-datacenter-workbook,src/app/(maestro)/platform/admin/data/page.tsx,non-loader historical reference
legacy-v-dimension-token,src/app/(maestro)/source/preview/workspace/__tests__/buildViewModel.numeric.test.ts,non-loader historical reference
synthetic-v-folder-reference,src/app/api/admin/context-layer/manifest-load/route.ts,non-loader historical reference
legacy-v-dimension-token,src/app/api/intelligence/ask/route.ts,non-loader historical reference
legacy-v-file-name,src/app/api/intelligence/ask/route.ts,non-loader historical reference
synthetic-v-folder-reference,src/components/admin/context-layer/__tests__/CsvUploadConnector.test.tsx,non-loader historical reference
synthetic-v-folder-reference,src/components/home/__tests__/HomeSurface.test.tsx,non-loader historical reference
legacy-v-dimension-token,src/components/home/__tests__/HomeSurface.test.tsx,non-loader historical reference
legacy-v-file-name,src/components/home/__tests__/HomeSurface.test.tsx,non-loader historical reference
legacy-v-dimension-token,src/components/home/HomeSurface.tsx,non-loader historical reference
synthetic-v-folder-reference,src/lib/__tests__/control-plane-tenant-purity.test.ts,non-loader historical reference
synthetic-v-folder-reference,src/lib/admin/tenant-manifest-projection-audit.ts,non-loader historical reference
legacy-v-dimension-token,src/lib/admin/tenant-manifest-projection-audit.ts,non-loader historical reference
legacy-v-file-name,src/lib/admin/tenant-manifest-projection-audit.ts,non-loader historical reference
legacy-v-dimension-token,src/lib/ava-answer/__tests__/public-answer-scrub.test.ts,non-loader historical reference
legacy-v-file-name,src/lib/ava-answer/__tests__/public-answer-scrub.test.ts,non-loader historical reference
synthetic-v-folder-reference,src/lib/context-ingestion/__tests__/csv-upload-connector.test.ts,non-loader historical reference
synthetic-v-folder-reference,src/lib/demo/demo-dataset-registry.ts,non-loader historical reference
synthetic-v-folder-reference,src/lib/enterprise-context/derived-enterprise-read.ts,non-loader historical reference
legacy-v-dimension-token,src/lib/enterprise-data/candidate-generation/tenant-candidate-version-generator.ts,non-loader historical reference
legacy-v-file-name,src/lib/enterprise-data/candidate-generation/tenant-candidate-version-generator.ts,non-loader historical reference
legacy-v-dimension-token,src/lib/enterprise-data/compatibility/skyharbor-compatibility-snapshot.ts,non-loader historical reference
legacy-v-file-name,src/lib/enterprise-data/compatibility/skyharbor-compatibility-snapshot.ts,non-loader historical reference
synthetic-v-folder-reference,src/lib/enterprise-data/remediation/skyharbor-applications-candidate-regeneration.ts,non-loader historical reference
legacy-v-dimension-token,src/lib/enterprise-data/remediation/skyharbor-applications-candidate-regeneration.ts,non-loader historical reference
legacy-v-file-name,src/lib/enterprise-data/remediation/skyharbor-applications-candidate-regeneration.ts,non-loader historical reference
current-state-pack,src/lib/enterprise-data/source-display-labels.ts,non-loader historical reference
rich-enterprise-pack,src/lib/enterprise-data/source-display-labels.ts,non-loader historical reference
rich-substrate-pack,src/lib/enterprise-data/source-display-labels.ts,non-loader historical reference
upgrade-candidate-pack,src/lib/enterprise-data/source-display-labels.ts,non-loader historical reference
current-state-pack,src/lib/enterprise-knowledge/narratives/knowledge-narrative-store.ts,non-loader historical reference
synthetic-v-folder-reference,src/lib/home/__tests__/v6-context-browser.test.ts,non-loader historical reference
legacy-v-dimension-token,src/lib/home/__tests__/v6-context-browser.test.ts,non-loader historical reference
