tenant_key,data_product_id,data_product_name,platform,source_system_id,source_system_name,owner_role,trust_score,lineage_basis,confidence,caveat
meridian-health,MERIDIANHEALTH-DATA-0108,Clinical documentation AI evidence store,Unity Catalog,,Epic;Ambient vendors;Audit review,Chief Medical Officer,61,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0109,Longitudinal patient/member gold record,Databricks AWS,,Epic;Claims;Pharmacy;CRM,Chief Data Officer,58,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0110,Prior authorization evidence corpus,Databricks AWS,,UM;Epic;Policy repo;Claims,Chief Health Plan Officer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0111,Call center transcript and intent lake,Databricks AWS,,Genesys;Salesforce;Claims;CRM,Chief Customer Experience Officer,49,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0112,HEDIS and STAR quality mart,Databricks AWS,,Epic;Claims;Provider network,Chief Quality Officer,63,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0113,Cost-of-care and product margin mart,Databricks AWS,,Claims;Contracts;GL;Capitation,CFO,46,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0114,Payment integrity pattern library,Databricks AWS,,Claims;Provider;FWA cases,VP Payment Integrity,55,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0115,Automated close semantic layer,dbt semantic layer,,ERP;Claims accruals;Provider contracts,Controller,51,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0116,Provider attribution and contract economics,Databricks AWS,,Provider contracts;Claims;Quality,Chief Network Officer,57,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0117,Clinical documentation AI evidence store,Unity Catalog,,Epic;Ambient vendors;Audit review,Chief Medical Officer,61,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0118,Longitudinal patient/member gold record,Databricks AWS,,Epic;Claims;Pharmacy;CRM,Chief Data Officer,58,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0119,Prior authorization evidence corpus,Databricks AWS,,UM;Epic;Policy repo;Claims,Chief Health Plan Officer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
meridian-health,MERIDIANHEALTH-DATA-0120,Call center transcript and intent lake,Databricks AWS,,Genesys;Salesforce;Claims;CRM,Chief Customer Experience Officer,49,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
