tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,ai_initiative_id,use_case,business_process,tool_or_model,agent_or_copilot_name,user_group,licensed_users,active_users,adoption_metric,value_hypothesis,measured_value_usd,production_status,risk_status,model_risk_tier,data_readiness,decision_needed,scale_hold_stop
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-42,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,42,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-42,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,3020,1340,active_users:1340|licensed_users:3020,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-43,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,43,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-43,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,3440,20,active_users:20|licensed_users:3440,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-44,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,44,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-44,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,80,240,active_users:240|licensed_users:80,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-45,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,45,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-45,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,500,460,active_users:460|licensed_users:500,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-46,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,46,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-46,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,920,680,active_users:680|licensed_users:920,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-47,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,47,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-47,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,1340,900,active_users:900|licensed_users:1340,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-48,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,48,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-48,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,1760,1120,active_users:1120|licensed_users:1760,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-49,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,49,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-49,Claude Code,Claude Code,Claude Code,Claude Code,data_thin:user_group_missing,2180,1340,active_users:1340|licensed_users:2180,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-50,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,50,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-50,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,1760,1120,active_users:1120|licensed_users:1760,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-51,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,51,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-51,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,2180,1340,active_users:1340|licensed_users:2180,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-52,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,52,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-52,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,2600,20,active_users:20|licensed_users:2600,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-53,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,53,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-53,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,3020,240,active_users:240|licensed_users:3020,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-54,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,54,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-54,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,3440,460,active_users:460|licensed_users:3440,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-55,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,55,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-55,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,80,680,active_users:680|licensed_users:80,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-56,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,56,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-56,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,500,900,active_users:900|licensed_users:500,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-57,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,57,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-57,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,920,1120,active_users:1120|licensed_users:920,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-58,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,58,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-58,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,1340,1340,active_users:1340|licensed_users:1340,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-59,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,59,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-59,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,1760,20,active_users:20|licensed_users:1760,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-60,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,60,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-60,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,2180,240,active_users:240|licensed_users:2180,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-61,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,61,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-61,Cursor,Cursor,Cursor,Cursor,data_thin:user_group_missing,2600,460,active_users:460|licensed_users:2600,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-62,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,62,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-62,AWS Bedrock,AWS Bedrock,AWS Bedrock,AWS Bedrock,data_thin:user_group_missing,2180,240,active_users:240|licensed_users:2180,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
skyharbor-air,SkyHarbor Air Group,v6.0,ai_initiative,skyharbor-air-ai_initiative-63,ai_initiative record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T03_tool-usage-monthly.csv,63,2026-06-18,2026-05-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Tower|Moves,ai_portfolio|adoption|risk|readiness|scale_hold_stop|gap,ai_value_without_work_change_adoption_risk_and_data_readiness,data_thin:source_owner_missing|data_thin:user_group_missing|data_thin:value_hypothesis_missing|data_thin:measured_value_missing|data_thin:production_status_missing|data_thin:risk_status_missing|data_thin:model_risk_tier_missing|data_thin:data_readiness_missing|data_thin:decision_needed_missing|data_thin:scale_hold_stop_requires_adoption_value_risk_readiness,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,skyharbor-air-ai_initiative-63,AWS Bedrock,AWS Bedrock,AWS Bedrock,AWS Bedrock,data_thin:user_group_missing,2600,460,active_users:460|licensed_users:2600,data_thin:value_hypothesis_missing,data_thin:measured_value_missing,data_thin:production_status_missing,data_thin:risk_status_missing,data_thin:model_risk_tier_missing,data_thin:data_readiness_missing,data_thin:decision_needed_missing,data_thin:scale_hold_stop_requires_adoption_value_risk_readiness
