tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,function_id,function_name,executive_owner,operating_model,primary_kpis,critical_processes
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-23,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-022,Cybersecurity and zero trust,SHA-BF-002,Cybersecurity and zero trust capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,2,Cybersecurity and zero trust
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-24,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-023,ServiceNow workflow automation,SHA-BF-003,ServiceNow workflow automation capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,3,ServiceNow workflow automation
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-25,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-024,Engineering productivity,SHA-BF-004,Engineering productivity capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,4,Engineering productivity
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-26,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-025,AI governance and model risk,SHA-BF-005,AI governance and model risk capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,5,AI governance and model risk
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-27,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-026,Vendor and contract governance,SHA-BF-006,Vendor and contract governance capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,1,Vendor and contract governance
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-28,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-027,Safety management system,SHA-BF-007,Safety management system capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,2,Safety management system
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-29,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,29,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-028,DOT consumer obligations,SHA-BF-008,DOT consumer obligations capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,3,DOT consumer obligations
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-30,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,30,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-029,Airport biometrics and identity,SHA-BF-009,Airport biometrics and identity capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,4,Airport biometrics and identity
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-31,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,31,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-030,Premium lounge experience,SHA-BF-010,Premium lounge experience capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,5,Premium lounge experience
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-32,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,32,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-031,Onboard retail and connectivity,SHA-BF-011,Onboard retail and connectivity capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,1,Onboard retail and connectivity
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-33,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,33,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-032,Catering provisioning,SHA-BF-012,Catering provisioning capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,2,Catering provisioning
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-34,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,34,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-033,Training and simulation,SHA-BF-013,Training and simulation capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,3,Training and simulation
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-35,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,35,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-034,Treasury fuel hedging,SHA-BF-014,Treasury fuel hedging capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,4,Treasury fuel hedging
skyharbor-air,Airline Demo,v6.0,business_function,skyharbor-air-business_function-36,business_function record,v4_synthetic_pack,Airline Evidence Steward,synthetic_demo,family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,36,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Moves,current_state|relationship|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-CAP-035,Executive portfolio value management,SHA-BF-015,Executive portfolio value management capability for a Delta-scale global airline with legacy-modern hybrid dependencies.,5,Executive portfolio value management
