tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0001,Fleet Renewal Program,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0001,COO,VP Enterprise Applications,CIO,Scaling,1200000,450000,1800000,300000,rag=Red; sponsor=Board Technology Committee; ai=N,On track,2026-12-31,rag=Red; sponsor=Board Technology Committee; ai=N,rag=Red; sponsor=Board Technology Committee; ai=N,rag=Red; sponsor=Board Technology Committee; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0089,Access Recertification 089,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,90,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0089,COO,VP Enterprise Applications,CIO,In Delivery,9560000,5026000,11480000,3380000,rag=Green; sponsor=CFO; ai=N,Watch,2029-03-02,rag=Green; sponsor=CFO; ai=N,rag=Green; sponsor=CFO; ai=N,rag=Green; sponsor=CFO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0090,Patch & Compliance 090,v4_synthetic_pack,VP Data,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,91,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0090,CFO,Chief Data Officer,COO,Scaling,9655000,5078000,11590000,3415000,rag=Amber; sponsor=CEO; ai=N,At risk,2029-03-11,rag=Amber; sponsor=CEO; ai=N,rag=Amber; sponsor=CEO; ai=N,rag=Amber; sponsor=CEO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0091,License Optimization 091,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,92,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0091,CIO,VP Infrastructure,CFO,In Delivery,9750000,5130000,11700000,3450000,rag=Amber; sponsor=CFO; ai=N,On track,2029-03-20,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0092,Capacity Management 092,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,93,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0092,Chief Commercial Officer,Head of AI Enablement,Executive Committee,In Delivery,9845000,5182000,11810000,3485000,rag=Green; sponsor=COO; ai=N,Watch,2029-03-29,rag=Green; sponsor=COO; ai=N,rag=Green; sponsor=COO; ai=N,rag=Green; sponsor=COO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0093,Service Desk Improvement 093,v4_synthetic_pack,CMO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,94,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0093,COO,VP Enterprise Applications,CIO,Closing,9940000,5234000,11920000,3520000,rag=Amber; sponsor=CMO; ai=N,At risk,2029-04-07,rag=Amber; sponsor=CMO; ai=N,rag=Amber; sponsor=CMO; ai=N,rag=Amber; sponsor=CMO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0094,Backup Modernization 094,v4_synthetic_pack,CMO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,95,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0094,CFO,Chief Data Officer,COO,Ideation,10035000,5286000,12030000,3555000,rag=Red; sponsor=CRO; ai=N,On track,2029-04-16,rag=Red; sponsor=CRO; ai=N,rag=Red; sponsor=CRO; ai=N,rag=Red; sponsor=CRO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0095,Network Refresh 095,v4_synthetic_pack,CHRO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,96,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0095,CIO,VP Infrastructure,CFO,Business Case,10130000,5338000,12140000,3590000,rag=Green; sponsor=CEO; ai=N,Watch,2029-04-25,rag=Green; sponsor=CEO; ai=N,rag=Green; sponsor=CEO; ai=N,rag=Green; sponsor=CEO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0096,Endpoint Hardening 096,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,97,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0096,Chief Commercial Officer,Head of AI Enablement,Executive Committee,In Delivery,10225000,5390000,12250000,3625000,rag=Amber; sponsor=COO; ai=N,At risk,2029-05-04,rag=Amber; sponsor=COO; ai=N,rag=Amber; sponsor=COO; ai=N,rag=Amber; sponsor=COO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0097,Report Rationalization 097,v4_synthetic_pack,VP Data,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,98,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0097,COO,VP Enterprise Applications,CIO,In Delivery,10320000,5442000,12360000,3660000,rag=Red; sponsor=CIO; ai=N,On track,2029-05-13,rag=Red; sponsor=CIO; ai=N,rag=Red; sponsor=CIO; ai=N,rag=Red; sponsor=CIO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0098,Data Quality Cleanup 098,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,99,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0098,CFO,Chief Data Officer,COO,Closing,10415000,5494000,12470000,3695000,rag=Red; sponsor=CMO; ai=N,Watch,2029-05-22,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0099,Access Recertification 099,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,100,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0099,CIO,VP Infrastructure,CFO,Scaling,10510000,5546000,12580000,3730000,rag=Green; sponsor=CEO; ai=N,At risk,2029-05-31,rag=Green; sponsor=CEO; ai=N,rag=Green; sponsor=CEO; ai=N,rag=Green; sponsor=CEO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0100,Patch & Compliance 100,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,101,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0100,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Approved,10605000,5598000,12690000,3765000,rag=Red; sponsor=CEO; ai=Y,On track,2029-06-09,rag=Red; sponsor=CEO; ai=Y,rag=Red; sponsor=CEO; ai=Y,rag=Red; sponsor=CEO; ai=Y
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0101,License Optimization 101,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,102,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0101,COO,VP Enterprise Applications,CIO,Ideation,10700000,5650000,12800000,3800000,rag=Amber; sponsor=CFO; ai=N,Watch,2029-06-18,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0102,Capacity Management 102,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,103,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0102,CFO,Chief Data Officer,COO,Ideation,10795000,5702000,12910000,3835000,rag=Red; sponsor=CRO; ai=N,At risk,2029-06-27,rag=Red; sponsor=CRO; ai=N,rag=Red; sponsor=CRO; ai=N,rag=Red; sponsor=CRO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0103,Service Desk Improvement 103,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,104,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0103,CIO,VP Infrastructure,CFO,Scaling,10890000,5754000,13020000,3870000,rag=Amber; sponsor=CFO; ai=N,On track,2029-07-06,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0104,Backup Modernization 104,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,105,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0104,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Approved,10985000,5806000,13130000,3905000,rag=Green; sponsor=CEO; ai=N,Watch,2029-07-15,rag=Green; sponsor=CEO; ai=N,rag=Green; sponsor=CEO; ai=N,rag=Green; sponsor=CEO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0105,Network Refresh 105,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,106,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0105,COO,VP Enterprise Applications,CIO,Sustain,11080000,5858000,13240000,3940000,rag=Green; sponsor=COO; ai=Y,At risk,2029-07-24,rag=Green; sponsor=COO; ai=Y,rag=Green; sponsor=COO; ai=Y,rag=Green; sponsor=COO; ai=Y
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0106,Endpoint Hardening 106,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,107,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0106,CFO,Chief Data Officer,COO,In Delivery,11175000,5910000,13350000,3975000,rag=Red; sponsor=COO; ai=N,On track,2029-08-02,rag=Red; sponsor=COO; ai=N,rag=Red; sponsor=COO; ai=N,rag=Red; sponsor=COO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0107,Report Rationalization 107,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,108,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0107,CIO,VP Infrastructure,CFO,Scaling,11270000,5962000,13460000,4010000,rag=Green; sponsor=CRO; ai=N,Watch,2029-08-11,rag=Green; sponsor=CRO; ai=N,rag=Green; sponsor=CRO; ai=N,rag=Green; sponsor=CRO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0108,Data Quality Cleanup 108,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,109,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0108,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Ideation,11365000,6014000,13570000,4045000,rag=Amber; sponsor=COO; ai=N,At risk,2029-08-20,rag=Amber; sponsor=COO; ai=N,rag=Amber; sponsor=COO; ai=N,rag=Amber; sponsor=COO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0109,Access Recertification 109,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,110,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0109,COO,VP Enterprise Applications,CIO,Closing,11460000,6066000,13680000,4080000,rag=Red; sponsor=CMO; ai=N,On track,2029-08-29,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0110,Patch & Compliance 110,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,111,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0110,CFO,Chief Data Officer,COO,Sustain,11555000,6118000,13790000,4115000,rag=Amber; sponsor=CFO; ai=N,Watch,2029-09-07,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N,rag=Amber; sponsor=CFO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0111,License Optimization 111,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,112,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0111,CIO,VP Infrastructure,CFO,Sustain,11650000,6170000,13900000,4150000,rag=Amber; sponsor=CMO; ai=N,At risk,2029-09-16,rag=Amber; sponsor=CMO; ai=N,rag=Amber; sponsor=CMO; ai=N,rag=Amber; sponsor=CMO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0112,Capacity Management 112,v4_synthetic_pack,CRO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,113,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0112,Chief Commercial Officer,Head of AI Enablement,Executive Committee,In Delivery,11745000,6222000,14010000,4185000,rag=Green; sponsor=Board Technology Committee; ai=N,On track,2029-09-25,rag=Green; sponsor=Board Technology Committee; ai=N,rag=Green; sponsor=Board Technology Committee; ai=N,rag=Green; sponsor=Board Technology Committee; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0113,Service Desk Improvement 113,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,114,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0113,COO,VP Enterprise Applications,CIO,Closing,11840000,6274000,14120000,4220000,rag=Red; sponsor=COO; ai=N,Watch,2029-10-04,rag=Red; sponsor=COO; ai=N,rag=Red; sponsor=COO; ai=N,rag=Red; sponsor=COO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0114,Backup Modernization 114,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,115,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0114,CFO,Chief Data Officer,COO,Approved,11935000,6326000,14230000,4255000,rag=Red; sponsor=CMO; ai=N,At risk,2029-10-13,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0115,Network Refresh 115,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,116,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0115,CIO,VP Infrastructure,CFO,Closing,12030000,6378000,14340000,4290000,rag=Amber; sponsor=COO; ai=N,On track,2029-10-22,rag=Amber; sponsor=COO; ai=N,rag=Amber; sponsor=COO; ai=N,rag=Amber; sponsor=COO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0116,Endpoint Hardening 116,v4_synthetic_pack,VP Engineering,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,117,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0116,Chief Commercial Officer,Head of AI Enablement,Executive Committee,Approved,12125000,6430000,14450000,4325000,rag=Amber; sponsor=Board Technology Committee; ai=N,Watch,2029-10-31,rag=Amber; sponsor=Board Technology Committee; ai=N,rag=Amber; sponsor=Board Technology Committee; ai=N,rag=Amber; sponsor=Board Technology Committee; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0117,Report Rationalization 117,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,118,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0117,COO,VP Enterprise Applications,CIO,Approved,12220000,6482000,14560000,4360000,rag=Red; sponsor=CFO; ai=N,At risk,2029-11-09,rag=Red; sponsor=CFO; ai=N,rag=Red; sponsor=CFO; ai=N,rag=Red; sponsor=CFO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0118,Data Quality Cleanup 118,v4_synthetic_pack,VP Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,119,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0118,CFO,Chief Data Officer,COO,Business Case,12315000,6534000,14670000,4395000,rag=Red; sponsor=CMO; ai=N,On track,2029-11-18,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N,rag=Red; sponsor=CMO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0119,Access Recertification 119,v4_synthetic_pack,VP Engineering,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,120,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0119,CIO,VP Infrastructure,CFO,Scaling,12410000,6586000,14780000,4430000,rag=Green; sponsor=CFO; ai=Y,Watch,2029-11-27,rag=Green; sponsor=CFO; ai=Y,rag=Green; sponsor=CFO; ai=Y,rag=Green; sponsor=CFO; ai=Y
skyharbor-air,Airline Demo,v6.0,program_initiative,INIT-0120,Patch & Compliance 120,v4_synthetic_pack,VP Infrastructure,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,121,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,INIT-0120,Chief Commercial Officer,Head of AI Enablement,Executive Committee,In Delivery,12505000,6638000,14890000,4465000,rag=Amber; sponsor=CEO; ai=N,At risk,2029-12-06,rag=Amber; sponsor=CEO; ai=N,rag=Amber; sponsor=CEO; ai=N,rag=Amber; sponsor=CEO; ai=N
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-001,IROPS Agentic Recovery Cockpit,v4_synthetic_pack,EVP CDTO,synthetic_demo,ai-control-tower/T01_initiative-registry.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-001,EVP CDTO,EVP CDTO,EVP CDTO,scale_pilot,12600000,6690000,15000000,4500000,"Data readiness, crew legality, DOT obligation guardrails",On track,2029-12-15,"Data readiness, crew legality, DOT obligation guardrails","Data readiness, crew legality, DOT obligation guardrails","Data readiness, crew legality, DOT obligation guardrails"
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-002,Delta-style Digital Concierge,v4_synthetic_pack,SVP Ops Technology,synthetic_demo,ai-control-tower/T01_initiative-registry.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-002,SVP Ops Technology,SVP Ops Technology,SVP Ops Technology,pilot,12695000,6742000,15110000,4535000,No CDP; consent and identity fragmented,Watch,2029-12-24,No CDP; consent and identity fragmented,No CDP; consent and identity fragmented,No CDP; consent and identity fragmented
skyharbor-air,Airline Demo,v6.0,program_initiative,SHA-INIT-003,Enterprise CDP Selection and Identity Graph,v4_synthetic_pack,VP Crew/Flight Tech,synthetic_demo,ai-control-tower/T01_initiative-registry.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,SHA-INIT-003,VP Crew/Flight Tech,VP Crew/Flight Tech,VP Crew/Flight Tech,business_case,12790000,6794000,15220000,4570000,Adobe/Salesforce overlap; data governance required,At risk,2030-01-02,Adobe/Salesforce overlap; data governance required,Adobe/Salesforce overlap; data governance required,Adobe/Salesforce overlap; data governance required
