tenant_key,evidence_id,related_object_type,related_object_id,evidence_type,evidence_name,source_system,source_record_id,evidence_date,owner_role,freshness_state,confidence,quality_state
meridian-health,EVID-BC-MER-005-2026-03,monthly_value_observation,VAL-BC-MER-005-2026-03,monthly_metric_extract,BC-MER-005 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-006-2025-09,monthly_value_observation,VAL-BC-MER-006-2025-09,monthly_metric_extract,BC-MER-006 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-006-2026-03,monthly_value_observation,VAL-BC-MER-006-2026-03,monthly_metric_extract,BC-MER-006 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-007-2025-09,monthly_value_observation,VAL-BC-MER-007-2025-09,monthly_metric_extract,BC-MER-007 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-007-2026-03,monthly_value_observation,VAL-BC-MER-007-2026-03,monthly_metric_extract,BC-MER-007 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-008-2025-09,monthly_value_observation,VAL-BC-MER-008-2025-09,monthly_metric_extract,BC-MER-008 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-008-2026-03,monthly_value_observation,VAL-BC-MER-008-2026-03,monthly_metric_extract,BC-MER-008 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-009-2025-09,monthly_value_observation,VAL-BC-MER-009-2025-09,monthly_metric_extract,BC-MER-009 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-009-2026-03,monthly_value_observation,VAL-BC-MER-009-2026-03,monthly_metric_extract,BC-MER-009 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-009-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-010-2025-09,monthly_value_observation,VAL-BC-MER-010-2025-09,monthly_metric_extract,BC-MER-010 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-010-2026-03,monthly_value_observation,VAL-BC-MER-010-2026-03,finance_validation,BC-MER-010 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-010-2026-03,2026-03-28,IT Finance Business Partner,current,high,synthetic_review_ready
meridian-health,EVID-BC-MER-011-2025-09,monthly_value_observation,VAL-BC-MER-011-2025-09,monthly_metric_extract,BC-MER-011 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-011-2026-03,monthly_value_observation,VAL-BC-MER-011-2026-03,monthly_metric_extract,BC-MER-011 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-011-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-012-2025-09,monthly_value_observation,VAL-BC-MER-012-2025-09,monthly_metric_extract,BC-MER-012 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-012-2026-03,monthly_value_observation,VAL-BC-MER-012-2026-03,monthly_metric_extract,BC-MER-012 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-012-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-013-2025-09,monthly_value_observation,VAL-BC-MER-013-2025-09,monthly_metric_extract,BC-MER-013 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-013-2026-03,monthly_value_observation,VAL-BC-MER-013-2026-03,monthly_metric_extract,BC-MER-013 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-013-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-014-2025-09,monthly_value_observation,VAL-BC-MER-014-2025-09,monthly_metric_extract,BC-MER-014 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-014-2026-03,monthly_value_observation,VAL-BC-MER-014-2026-03,monthly_metric_extract,BC-MER-014 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-014-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-015-2025-09,monthly_value_observation,VAL-BC-MER-015-2025-09,monthly_metric_extract,BC-MER-015 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-015-2026-03,monthly_value_observation,VAL-BC-MER-015-2026-03,monthly_metric_extract,BC-MER-015 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-015-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-016-2025-09,monthly_value_observation,VAL-BC-MER-016-2025-09,monthly_metric_extract,BC-MER-016 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-016-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-016-2026-03,monthly_value_observation,VAL-BC-MER-016-2026-03,monthly_metric_extract,BC-MER-016 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-016-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-017-2025-09,monthly_value_observation,VAL-BC-MER-017-2025-09,monthly_metric_extract,BC-MER-017 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-017-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-017-2026-03,monthly_value_observation,VAL-BC-MER-017-2026-03,monthly_metric_extract,BC-MER-017 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-017-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-018-2025-09,monthly_value_observation,VAL-BC-MER-018-2025-09,monthly_metric_extract,BC-MER-018 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-018-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-018-2026-03,monthly_value_observation,VAL-BC-MER-018-2026-03,monthly_metric_extract,BC-MER-018 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-018-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-019-2025-09,monthly_value_observation,VAL-BC-MER-019-2025-09,monthly_metric_extract,BC-MER-019 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-019-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-019-2026-03,monthly_value_observation,VAL-BC-MER-019-2026-03,monthly_metric_extract,BC-MER-019 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-019-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-020-2025-09,monthly_value_observation,VAL-BC-MER-020-2025-09,monthly_metric_extract,BC-MER-020 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-020-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-020-2026-03,monthly_value_observation,VAL-BC-MER-020-2026-03,monthly_metric_extract,BC-MER-020 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-020-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-021-2025-09,monthly_value_observation,VAL-BC-MER-021-2025-09,monthly_metric_extract,BC-MER-021 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-021-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-021-2026-03,monthly_value_observation,VAL-BC-MER-021-2026-03,monthly_metric_extract,BC-MER-021 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-021-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-022-2025-09,monthly_value_observation,VAL-BC-MER-022-2025-09,monthly_metric_extract,BC-MER-022 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-022-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-022-2026-03,monthly_value_observation,VAL-BC-MER-022-2026-03,monthly_metric_extract,BC-MER-022 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-022-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-023-2025-09,monthly_value_observation,VAL-BC-MER-023-2025-09,monthly_metric_extract,BC-MER-023 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-023-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-023-2026-03,monthly_value_observation,VAL-BC-MER-023-2026-03,monthly_metric_extract,BC-MER-023 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-023-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-024-2025-09,monthly_value_observation,VAL-BC-MER-024-2025-09,monthly_metric_extract,BC-MER-024 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-024-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-024-2026-03,monthly_value_observation,VAL-BC-MER-024-2026-03,monthly_metric_extract,BC-MER-024 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-024-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-025-2025-09,monthly_value_observation,VAL-BC-MER-025-2025-09,monthly_metric_extract,BC-MER-025 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-025-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-025-2026-03,monthly_value_observation,VAL-BC-MER-025-2026-03,monthly_metric_extract,BC-MER-025 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-025-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-026-2025-09,monthly_value_observation,VAL-BC-MER-026-2025-09,monthly_metric_extract,BC-MER-026 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-026-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-026-2026-03,monthly_value_observation,VAL-BC-MER-026-2026-03,monthly_metric_extract,BC-MER-026 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-026-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-027-2025-09,monthly_value_observation,VAL-BC-MER-027-2025-09,monthly_metric_extract,BC-MER-027 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-027-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-027-2026-03,monthly_value_observation,VAL-BC-MER-027-2026-03,monthly_metric_extract,BC-MER-027 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-027-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-028-2025-09,monthly_value_observation,VAL-BC-MER-028-2025-09,monthly_metric_extract,BC-MER-028 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-028-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-028-2026-03,monthly_value_observation,VAL-BC-MER-028-2026-03,monthly_metric_extract,BC-MER-028 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-028-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-029-2025-09,monthly_value_observation,VAL-BC-MER-029-2025-09,monthly_metric_extract,BC-MER-029 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-029-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-029-2026-03,monthly_value_observation,VAL-BC-MER-029-2026-03,monthly_metric_extract,BC-MER-029 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-029-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-030-2025-09,monthly_value_observation,VAL-BC-MER-030-2025-09,monthly_metric_extract,BC-MER-030 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-030-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-030-2026-03,monthly_value_observation,VAL-BC-MER-030-2026-03,monthly_metric_extract,BC-MER-030 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-030-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-031-2025-09,monthly_value_observation,VAL-BC-MER-031-2025-09,monthly_metric_extract,BC-MER-031 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-031-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-031-2026-03,monthly_value_observation,VAL-BC-MER-031-2026-03,monthly_metric_extract,BC-MER-031 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-031-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-032-2025-09,monthly_value_observation,VAL-BC-MER-032-2025-09,monthly_metric_extract,BC-MER-032 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-032-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-032-2026-03,monthly_value_observation,VAL-BC-MER-032-2026-03,monthly_metric_extract,BC-MER-032 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-032-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-033-2025-09,monthly_value_observation,VAL-BC-MER-033-2025-09,monthly_metric_extract,BC-MER-033 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-033-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-033-2026-03,monthly_value_observation,VAL-BC-MER-033-2026-03,monthly_metric_extract,BC-MER-033 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-033-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-034-2025-09,monthly_value_observation,VAL-BC-MER-034-2025-09,monthly_metric_extract,BC-MER-034 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-034-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-034-2026-03,monthly_value_observation,VAL-BC-MER-034-2026-03,monthly_metric_extract,BC-MER-034 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-034-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-035-2025-09,monthly_value_observation,VAL-BC-MER-035-2025-09,monthly_metric_extract,BC-MER-035 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-035-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-035-2026-03,monthly_value_observation,VAL-BC-MER-035-2026-03,monthly_metric_extract,BC-MER-035 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-035-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-036-2025-09,monthly_value_observation,VAL-BC-MER-036-2025-09,monthly_metric_extract,BC-MER-036 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-036-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-036-2026-03,monthly_value_observation,VAL-BC-MER-036-2026-03,monthly_metric_extract,BC-MER-036 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-036-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-037-2025-09,monthly_value_observation,VAL-BC-MER-037-2025-09,monthly_metric_extract,BC-MER-037 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-037-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-037-2026-03,monthly_value_observation,VAL-BC-MER-037-2026-03,monthly_metric_extract,BC-MER-037 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-037-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-038-2025-09,monthly_value_observation,VAL-BC-MER-038-2025-09,monthly_metric_extract,BC-MER-038 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-038-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-038-2026-03,monthly_value_observation,VAL-BC-MER-038-2026-03,monthly_metric_extract,BC-MER-038 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-038-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-039-2025-09,monthly_value_observation,VAL-BC-MER-039-2025-09,monthly_metric_extract,BC-MER-039 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-039-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-039-2026-03,monthly_value_observation,VAL-BC-MER-039-2026-03,monthly_metric_extract,BC-MER-039 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-039-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-040-2025-09,monthly_value_observation,VAL-BC-MER-040-2025-09,monthly_metric_extract,BC-MER-040 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-040-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-040-2026-03,monthly_value_observation,VAL-BC-MER-040-2026-03,monthly_metric_extract,BC-MER-040 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-040-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-041-2025-09,monthly_value_observation,VAL-BC-MER-041-2025-09,monthly_metric_extract,BC-MER-041 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-041-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-041-2026-03,monthly_value_observation,VAL-BC-MER-041-2026-03,monthly_metric_extract,BC-MER-041 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-041-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-042-2025-09,monthly_value_observation,VAL-BC-MER-042-2025-09,monthly_metric_extract,BC-MER-042 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-042-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-042-2026-03,monthly_value_observation,VAL-BC-MER-042-2026-03,monthly_metric_extract,BC-MER-042 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-042-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
